"timezeroLabs","timezeroNinfo","timezeroCinfo","timezeroCHinfo","GCrun"
"M2-A-13-T0",0.347274451376293,493.674797261837,1.38012682312894,"20140416_J"
"M2-B-13-T0",0.306336927707241,486.938082550038,1.23363801799041,"20140416_J"
"M2-C-13-T0",0.315322442247514,482.908238995047,1.2881621550807,"20140416_J"
"M2-D-13-T0",0.304009926052899,551.918707275985,1.19728859326354,"20140416_J"
"M2-E-13-T0",0.317959289230831,567.005117202737,1.31344464517803,"20140416_J"
"F2-A-11-T0",0.325066761675071,611.095681425286,1.35076047828099,"20140416_J"
"F2-B-11-T0",0.323207689701222,610.139500514435,1.33324042965621,"20140416_J"
"F2-C-11-T0",0.307373961053198,888.218157854434,1.26253674588217,"20140416_J"
"F2-D-11-T0",0.299912379661558,755.811891577112,1.3010683830712,"20140416_J"
"F2-E-11-T0",0.342177811883359,586.111028365841,1.28906621452931,"20140416_J"
"M2-A-10-T0",0.301999093101593,512.8143782066,1.37314374325002,"20140416_J"
"M2-B-10-T0",0.307348667556955,511.265107898201,1.32317107786652,"20140416_J"
"M2-C-10-T0",0.304003602678839,578.224306556715,1.31662444048004,"20140416_J"
"M2-D-10-T0",0.304477855733392,606.966396454724,1.29489583924966,"20140416_J"
"M2-E-10-T0",0.335133573179725,611.233796445742,1.29502053710464,"20140416_J"
"SM-A-10-T0",0.313602484503,359.932732324491,1.18273011869455,"20140416_J"
"SM-B-10-T0",0.328987253592713,527.375778352388,1.29511406049587,"20140416_J"
"SM-C-10-T0",0.317352245321002,331.571511538448,1.20339878815759,"20140416_J"
"SM-D-10-T0",0.315638610950549,346.807453531993,1.22422332993937,"20140416_J"
"SM-E-10-T0",0.358580644196847,591.228366944282,1.2985120770441,"20140416_J"
"M1-D-10-T0",0.341760469195352,586.974814513944,1.31229119001946,"20140416_J"
"M1-E-10-T0",0.328279035697913,426.699319603834,1.34854709135509,"20140416_J"
"time zero mean",0.320263871649867,546.58705297246,1.29168203544175,"20140416_J"
"time zero sd",0.0164602108535336,125.673589003784,0.0547516313615392,"20140416_J"
"time zero CV",0.0513957780149769,0.229924196558158,0.0423878554158373,"20140416_J"
"time zero sd allow",2,2,2,"20140416_J"
"time zero upper limit",0.353184293356934,797.934230980028,1.40118529816482,"20140416_J"
"time zero lower limit",0.287343449942799,295.239874964891,1.18217877271867,"20140416_J"
