"timezeroLabs","timezeroNinfo","timezeroCinfo","timezeroCHinfo","GCrun"
"F2-A-25-T0",0.29690944710492,514.953953593859,1.24892548822342,"20140311_X"
"F2-C-25-T0",0.358062037440139,551.824272363657,1.28757825908255,"20140311_X"
"F2-B-25-T0",0.329245973008272,391.423496819795,1.21521896177084,"20140311_X"
"M3-D-25-T0",0.337097953852852,422.581893959322,1.2602265102119,"20140311_X"
"M3-E-25-T0",0.334065302568568,518.486682374666,1.29006775957856,"20140311_X"
"M3-A-25-T0",0.323815411406182,485.548385485422,1.23172828084966,"20140311_X"
"M3-B-25-T0",0.350168915977362,466.219892385837,1.31375077087615,"20140311_X"
"M3-C-25-T0",0.321194166303875,426.107855060472,1.18855510119514,"20140311_X"
"SM-D-24-T0",0.346219416630387,382.83531133542,1.22029623251929,"20140311_X"
"SM-E-24-T0",0.361788202002612,498.735209296536,1.25550956190366,"20140311_X"
"SM-A-24-T0",0.281029168480627,436.191697748981,1.13083799759024,"20140311_X"
"SM-B-24-T0",0.342422725293862,469.989489954628,1.24856516578321,"20140311_X"
"SM-C-24-T0",0.335276012189813,493.798186986961,1.27716166490187,"20140311_X"
"M3-D-21-T0",0.332637135393992,463.587264999373,1.3481124290382,"20140311_X"
"M3-E-21-T0",0.338032433609055,506.842889525284,1.35066744270516,"20140311_X"
"M3-A-21-T0",0.316298432738354,526.966584984533,1.29229520739078,"20140311_X"
"M3-B-21-T0",0.316892033086635,428.54421973689,1.2798804614962,"20140311_X"
"M3-C-21-T0",0.325408141053548,524.665573901249,1.27116720976016,"20140311_X"
"F2-D-20-T0",0.314082716586852,494.996066286199,1.28387676492401,"20140311_X"
"F2-E-20-T0",0.314129734436221,666.192215627537,1.34559017195672,"20140311_X"
"F2-A-20-T0",0.280035916412712,588.843480085901,1.17433874309949,"20140311_X"
"F2-B-20-T0",0.281170222028733,484.803940723183,1.17918671774962,"20140311_X"
"F2-C-20-T0",0.286636047017849,1054.83703039248,1.2107640661464,"20140311_X"
"time zero mean",0.322722501940149,512.998938853399,1.25670873777188,"20140311_X"
"time zero sd",0.0241461254798918,133.845955067804,0.0575155643569291,"20140311_X"
"time zero CV",0.0748200864046657,0.260908834172176,0.0457668214027883,"20140311_X"
"time zero sd allow",2,2,2,"20140311_X"
"time zero upper limit",0.371014752899933,780.690848989007,1.37173986648574,"20140311_X"
"time zero lower limit",0.274430250980365,245.307028717792,1.14167760905802,"20140311_X"
