"timezeroLabs","timezeroNinfo","timezeroCinfo","timezeroCHinfo","GCrun"
"M1-C1-19-T0",0.177915340511817,288.260066080529,0.99623446196511,"20131105_BB"
"M1-C2-19-T0",0.221793530974689,341.113288906311,1.3293286895671,"20131105_BB"
"F2-A1-19-T0",0.219589506362747,613.40346349081,1.19392583786082,"20131105_BB"
"F2-A2-19-T0",0.209808038036638,347.386459091673,1.3264696495192,"20131105_BB"
"F2-B1-19-T0",0.177340377569571,484.599876799014,1.44307993461856,"20131105_BB"
"F2-B2-19-T0",0.196207680044749,534.899479195833,1.40886782618032,"20131105_BB"
"F2-C1-19-T0",0.185120123059712,371.988575908607,1.33096701588667,"20131105_BB"
"F2-C2-19-T0",0.186986978045029,317.593100744806,1.3344685368442,"20131105_BB"
"F1-E-11-T0",0.153241622150748,287.359578876631,1.06700373416177,"20131105_BB"
"F1-C-11-T0",0.158022332540903,358.215825726606,1.0061929160645,"20131105_BB"
"F1-A-11-T0",0.172836501188645,339.53071624573,1.15492724664577,"20131105_BB"
"F1-D-11-T0",0.144099001538246,217.484459875679,1.0962687395958,"20131105_BB"
"F1-B-11-T0",0.179129151167669,311.706333650669,1.01971713921239,"20131105_BB"
"time zero mean",0.18323770639932,370.272401891761,1.20826551754786,"20131105_BB"
"time zero sd",0.0240752258010639,109.88734563582,0.161214202214946,"20131105_BB"
"time zero CV",0.131387945604373,0.29677433444781,0.133426138438615,"20131105_BB"
"time zero sd allow",2,2,2,"20131105_BB"
"time zero upper limit",0.231388158001448,590.047093163401,1.53069392197776,"20131105_BB"
"time zero lower limit",0.135087254797192,150.497710620122,0.88583711311797,"20131105_BB"
