"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",10.047,74.0136,12.5402,"20140417_K"
"Amb2",9.6962,66.4496,12.048,"20140417_K"
"Amb3",9.944,83.5576,11.861,"20140417_K"
"Amb4",10.1698,74.122,12.342,"20140417_K"
"Mean",9.96425,74.5357,12.1978,"20140417_K"
"Std",0.201129502228457,7.00531771632569,0.30216203158791,"20140417_K"
"Count",4,4,4,"20140417_K"
"CV",0.0201851119982394,0.0939860726648531,0.0247718466926749,"20140417_K"
