"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",26.9184,55.7188,9.791,"20140701_Leak4"
"Amb2",27.325,60.4468,10.6004,"20140701_Leak4"
"Amb3",27.1326,66.5372,10.414,"20140701_Leak4"
"Amb4",27.3354,63.2906,10.4646,"20140701_Leak4"
"Mean",27.17785,61.49835,10.3175,"20140701_Leak4"
"Std",0.196500203562236,4.5866154911147,0.359715313361367,"20140701_Leak4"
"Count",4,4,4,"20140701_Leak4"
"CV",0.00723015998551159,0.0745811146333958,0.0348645808927906,"20140701_Leak4"
