"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",11.8928,67.0048,13.9248,"20131106_W"
"Amb2",12.2492,77.9324,15.1404,"20131106_W"
"Amb3",12.014,66.8712,14.5328,"20131106_W"
"Amb4",12.1948,67.672,14.3492,"20131106_W"
"Mean",12.0877,69.8701,14.4868,"20131106_W"
"Std",0.164286700618158,5.38626865897596,0.504673729585099,"20131106_W"
"Count",4,4,4,"20131106_W"
"CV",0.0135912291517954,0.0770897516817059,0.0348367982981127,"20131106_W"
