"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",28.048,72.3246,14.033,"20131107_X"
"Amb2",28.358,74.8794,14.1042,"20131107_X"
"Amb3",28.7968,73.435,13.9276,"20131107_X"
"Amb4",28.368,73.0868,15.098,"20131107_X"
"Mean",28.3927,73.43145,14.2907,"20131107_X"
"Std",0.307641067913026,1.07089874249,0.543067350028214,"20131107_X"
"Count",4,4,4,"20131107_X"
"CV",0.0108352170773835,0.0145836524062919,0.0380014519952287,"20131107_X"
