"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",23.66,80.9084,11.2672,"20140417_N"
"Amb2",24.1976,69.9236,11.2464,"20140417_N"
"Amb3",25.0636,67.196,10.9628,"20140417_N"
"Amb4",24.2804,68.1576,11.2454,"20140417_N"
"Mean",24.3004,71.5464,11.18045,"20140417_N"
"Std",0.578375379835622,6.34272468896452,0.145447573601854,"20140417_N"
"Count",4,4,4,"20140417_N"
"CV",0.0238010641732491,0.0886519054622527,0.013009098345939,"20140417_N"
