"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",37.966,70.4474,10.2682,"20140416_V"
"Amb2",38.1792,80.5452,10.3314,"20140416_V"
"Amb3",38.386,93.46,10.6456,"20140416_V"
"Amb4",39.0356,64.8856,8.8548,"20140416_V"
"Mean",38.3917,77.33455,10.025,"20140416_V"
"Std",0.462246846032147,12.5531882052595,0.797399857871403,"20140416_V"
"Count",4,4,4,"20140416_V"
"CV",0.012040280738601,0.162323155759741,0.0795411329547534,"20140416_V"
