"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",18.5364,55.9144,11.828,"20140416_J"
"Amb2",18.2968,71.6216,11.5364,"20140416_J"
"Amb3",17.8404,78.8108,11.652,"20140416_J"
"Amb4",18.2598,70.7536,11.8708,"20140416_J"
"Mean",18.23335,69.2751,11.7218,"20140416_J"
"Std",0.289237220979597,9.61127642372923,0.155696970640621,"20140416_J"
"Count",4,4,4,"20140416_J"
"CV",0.0158630871989841,0.138740708042705,0.013282684454659,"20140416_J"
