"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",27.7716,82.8034,17.3018,"20131105_BB"
"Amb2",29.4736,79.8722,17.0536,"20131105_BB"
"Amb3",28.9208,84.8152,17.05,"20131105_BB"
"Amb4",29.2508,78.5244,18.025,"20131105_BB"
"Mean",28.8542,81.5038,17.3576,"20131105_BB"
"Std",0.756616644455214,2.83979301123632,0.460278958893408,"20131105_BB"
"Count",4,4,4,"20131105_BB"
"CV",0.026222062800397,0.0348424614709538,0.026517430917489,"20131105_BB"
