"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",10.0592,88.1122,12.5206,"20140114_V"
"Amb2",10.3202,86.8368,11.2882,"20140114_V"
"Amb3",10.5176,87.293,12.136,"20140114_V"
"Amb4",10.9706,80.9618,11.8048,"20140114_V"
"Mean",10.4669,85.80095,11.9374,"20140114_V"
"Std",0.384718234556148,3.26896761021988,0.52236883521129,"20140114_V"
"Count",4,4,4,"20140114_V"
"CV",0.0367556998305275,0.0380994337500911,0.0437590124492176,"20140114_V"
