"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",28.3408,69.81,14.1166,"20131106_V"
"Amb2",28.6218,69.5212,14.3324,"20131106_V"
"Amb3",28.3364,67.9436,13.0308,"20131106_V"
"Amb4",28.174,71.1484,14.5314,"20131106_V"
"Mean",28.36825,69.6058,14.0028,"20131106_V"
"Std",0.186000528673084,1.31546929522002,0.669773235257029,"20131106_V"
"Count",4,4,4,"20131106_V"
"CV",0.00655664444134143,0.0188988460044999,0.0478313790996821,"20131106_V"
