"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",9.1268,45.8596,12.2974,"20140606_Leak0"
"Amb2",8.9736,46.0942,12.6368,"20140606_Leak0"
"Amb3",8.8656,45.6192,12.7104,"20140606_Leak0"
"Amb4",9.1916,45.6112,12.3136,"20140606_Leak0"
"Mean",9.0394,45.79605,12.48955,"20140606_Leak0"
"Std",0.14758012512982,0.229766163740444,0.214738065248495,"20140606_Leak0"
"Count",4,4,4,"20140606_Leak0"
"CV",0.0163263186859548,0.00501716116871312,0.0171934189180951,"20140606_Leak0"
