"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",39.5944,49.5458,16.888,"20140113_W"
"Amb2",40.3764,49.1632,11.379,"20140113_W"
"Amb3",40.0486,49.5064,10.6372,"20140113_W"
"Amb4",40.1154,49.5428,9.872,"20140113_W"
"Mean",40.0337,49.43955,12.19405,"20140113_W"
"Std",0.32523052337278,0.185101656754694,3.18920947519392,"20140113_W"
"Count",4,4,4,"20140113_W"
"CV",0.00812391868282922,0.00374399962691194,0.261538166170708,"20140113_W"
