"timezeroLabs","timezeroNinfo","timezeroCinfo","timezeroCHinfo","GCrun"
"M2-A-07-T0",0.0639213988673941,293.239537853628,1.10326695300354,"20140417_N"
"M2-B-07-T0",0.0736293200107865,382.158465971806,1.12197163254027,"20140417_N"
"M2-C-07-T0",0.0535380657706118,289.452119526467,1.09350247622843,"20140417_N"
"M2-D-07-T0",0.109858417190627,406.988334946051,1.08494270762687,"20140417_N"
"M2-E-07-T0",0.106211192642321,329.476219672031,1.24307650682895,"20140417_N"
"SM-A-07-T0",0.0699100515207856,262.46676394544,1.05704420255514,"20140417_N"
"SM-B-07-T0",0.0824006699121448,291.173166972192,0.986093231702238,"20140417_N"
"SM-C-07-T0",0.0824907248392636,347.945453749779,1.15687646672662,"20140417_N"
"SM-D-07-T0",0.102068665994862,277.454915001899,1.10859303124451,"20140417_N"
"SM-E-07-T0",0.0864711526179087,359.040361555229,1.13921798113007,"20140417_N"
"M1-A-20-T0",0.146627843933179,479.372582857512,1.07289562589135,"20140417_N"
"M1-B-20-T0",0.125437919582156,354.922472413246,1.09990645125626,"20140417_N"
"M1-C-20-T0",0.137190087571142,458.746005595371,1.12368358626058,"20140417_N"
"M1-D-20-T0",0.126347474346055,310.71364633169,1.20982022066958,"20140417_N"
"M1-E-20-T0",0.141899960259449,410.382158819606,1.16109294533405,"20140417_N"
"F2-A-20-T0",0.115225690846899,359.073779952233,1.09977963986957,"20140417_N"
"F2-B-20-T0",0.168168982499964,468.905198284699,1.11946710765315,"20140417_N"
"F2-C-20-T0",0.122970414579105,313.888394047105,0.978928388354269,"20140417_N"
"F2-D-20-T0",0.127166974182835,315.841513694249,1.07657315610535,"20140417_N"
"F2-E-20-T0",0.130607072398768,350.670909683246,1.06154600678262,"20140417_N"
"M1-D-27-T0",0.135411502760549,356.999982760351,1.01348449122722,"20140417_N"
"M1-E-27-T0",0.0991598918489289,3246.55348472845,1.16876503422878,"20140417_N"
"time zero mean",0.109396067007988,484.793884925558,1.10366035650997,"20140417_N"
"time zero sd",0.0301175634247889,619.864633149479,0.0643547110430025,"20140417_N"
"time zero CV",0.275307552168121,1.278614793676,0.0583102497642542,"20140417_N"
"time zero sd allow",2,2,2,"20140417_N"
"time zero upper limit",0.169631193857566,1724.52315122452,1.23236977859598,"20140417_N"
"time zero lower limit",0.0491609401584102,-754.9353813734,0.974950934423969,"20140417_N"
