"timezeroLabs","timezeroNinfo","timezeroCinfo","timezeroCHinfo","GCrun"
"M2-A-17-T0",0.365436377881324,464.359135114373,1.44154056687619,"20140114_V"
"M2-B-17-T0",0.350125281431693,416.738273411601,1.41022191799066,"20140114_V"
"M2-C-17-T0",0.341072582573914,393.70247123289,1.29409742651726,"20140114_V"
"M2-D-17-T0",0.335724687641746,409.195044686414,1.281897287759,"20140114_V"
"M2-E-17-T0",0.312051618489959,325.144073367685,1.06504726043999,"20140114_V"
"F3-A-17-T0",0.319869382705868,535.667505337461,1.11686065461758,"20140114_V"
"F3-B-17-T0",0.324306774978351,445.42961696752,1.31120737721481,"20140114_V"
"F3-C-17-T0",0.290733297595975,453.025490359781,2.07669169320543,"20140114_V"
"F3-D-17-T0",0.275265217929157,429.858076513383,1.12128692447195,"20140114_V"
"F3-E-17-T0",0.309749197971217,462.140538430495,1.18437056878294,"20140114_V"
"F2-A-17-T0",0.255422539276731,352.485457246465,1.06757655749963,"20140114_V"
"F2-B-17-T0",0.303312886066554,379.646345123844,1.31596840697413,"20140114_V"
"F2-C-17-T0",0.284893521916622,322.350145679344,1.11786493433244,"20140114_V"
"F2-D-17-T0",0.271644138386046,369.327990377128,1.23131134656623,"20140114_V"
"F2-E-17-T0",0.26906961362418,334.150071770886,1.23726263376538,"20140114_V"
"S1-A-18-T0",0.290377468970351,338.797843806944,1.05872401779089,"20140114_V"
"S1-B-18-T0",0.283009723310379,336.868792791978,1.27512769856997,"20140114_V"
"S1-C-18-T0",0.270911550039173,300.863600845986,1.04060978737848,"20140114_V"
"S1-D-18-T0",0.296782384231578,354.48971492868,1.19069381143203,"20140114_V"
"S1-E-18-T0",0.283449276318502,347.82640421032,1.23019548021639,"20140114_V"
"time zero mean",0.301660376066966,388.603329610159,1.25342781762007,"20140114_V"
"time zero sd",0.0300218101837181,61.5233446336782,0.225439008279556,"20140114_V"
"time zero CV",0.0995218880753949,0.158319139198827,0.179857990313,"20140114_V"
"time zero sd allow",2,2,2,"20140114_V"
"time zero upper limit",0.361703996434402,511.650018877515,1.70430583417918,"20140114_V"
"time zero lower limit",0.24161675569953,265.556640342802,0.802549801060958,"20140114_V"
