"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",37.0188,70.976,9.643,"20140311_W"
"Amb2",37.1864,84.7524,10.1294,"20140311_W"
"Amb3",37.7224,58.504,9.4252,"20140311_W"
"Amb4",37.065,54.6696,9.5736,"20140311_W"
"Mean",37.24815,67.2255,9.6928,"20140311_W"
"Std",0.323970919476837,13.6011477569603,0.304914195580768,"20140311_W"
"Count",4,4,4,"20140311_W"
"CV",0.00869763785521797,0.202321258405818,0.0314578032746748,"20140311_W"
