"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",26.4866,57.9376,10.9956,"20141201_Jankowski"
"Amb2",26.4798,51.6948,10.9172,"20141201_Jankowski"
"Amb3",26.7676,57.398,10.7618,"20141201_Jankowski"
"Amb4",26.3474,58.8352,10.5384,"20141201_Jankowski"
"Mean",26.52035,56.4664,10.80325,"20141201_Jankowski"
"Std",0.176849870417444,3.23582488195308,0.201533082478618,"20141201_Jankowski"
"Count",4,4,4,"20141201_Jankowski"
"CV",0.00666845914241118,0.0573053157621715,0.0186548568697955,"20141201_Jankowski"
