"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",24.233,81.4846,11.6428,"20140418_M"
"Amb2",26.0952,72.1364,11.1114,"20140418_M"
"Amb3",26.2412,62.1116,11.0412,"20140418_M"
"Amb4",26.9564,65.2202,11.78,"20140418_M"
"Mean",25.88145,70.2382,11.39385,"20140418_M"
"Std",1.16161009379223,8.58888094689873,0.372034026221617,"20140418_M"
"Count",4,4,4,"20140418_M"
"CV",0.0448819557556563,0.122282190416308,0.0326521786947886,"20140418_M"
