"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",24.4564,66.9358,11.8928,"20140806_Leak8"
"Amb2",24.655,76.1628,14.2232,"20140806_Leak8"
"Amb3",24.6732,69.6688,12.6054,"20140806_Leak8"
"Amb4",25.024,56.1576,10.95,"20140806_Leak8"
"Mean",24.70215,67.23125,12.41785,"20140806_Leak8"
"Std",0.235967307057568,8.33521146362426,1.38139117679727,"20140806_Leak8"
"Count",4,4,4,"20140806_Leak8"
"CV",0.00955250077655457,0.123978231307975,0.111242379058957,"20140806_Leak8"
