"Labels","ambNinfo","ambCinfo","ambCHinfo","GCrun"
"Amb1",26.3842,68.8652,12.5624,"20131104_AA"
"Amb2",27.044,64.6178,12.1964,"20131104_AA"
"Amb3",26.7798,61.7046,12.0166,"20131104_AA"
"Amb4",26.8464,63.51,12.144,"20131104_AA"
"Mean",26.7636,64.6744,12.22985,"20131104_AA"
"Std",0.276698873627391,3.0409180412062,0.234203750325794,"20131104_AA"
"Count",4,4,4,"20131104_AA"
"CV",0.0103386268524186,0.0470188829151287,0.0191501735774187,"20131104_AA"
