Site	LUtype	Chamber	SampleDate	Season	StartTime	RowInter	AirTmpStart	AirTmpEnd	SoilTmpEnd	SoilMoisPercent	DOC	NFert	FertDateMaizePlanting	FertTimeElapsedMaizePlanting	FertDateMaizeBroadcast	FertTimeElapsedMaizeBroadcast		
M1	M	C	2014.03.10	Wet	9:40	I	28.0	29.5	26.0	NA	NA	Y	2014.03.04	6	Unknown	NA		
M1	M	D	2014.03.10	Wet	9:40	R	28.0	29.5	27.0	NA	NA	Y	2014.03.04	6	Unknown	NA		
M1	M	E	2014.03.10	Wet	9:40	R	28.0	29.5	28.0	NA	NA	Y	2014.03.04	6	Unknown	NA		
M1	M	A	2014.03.13	Wet	8:22	I	27.5	40.5	25.0	NA	NA	Y	2014.03.04	9	Unknown	NA		
M1	M	B	2014.03.13	Wet	8:22	R	27.5	40.5	25.0	NA	NA	Y	2014.03.04	9	Unknown	NA		
M1	M	C	2014.03.13	Wet	8:22	I	27.5	40.5	25.0	NA	NA	Y	2014.03.04	9	Unknown	NA		
M1	M	D	2014.03.13	Wet	8:22	R	27.5	40.5	25.0	NA	NA	Y	2014.03.04	9	Unknown	NA		
M1	M	E	2014.03.13	Wet	8:22	R	27.5	40.5	26.0	NA	NA	Y	2014.03.04	9	Unknown	NA		
M1	M	A	2014.03.20	Wet	8:35	R	34.5	39.0	27.0	0.192910894	NA	Y	2014.03.04	16	Unknown	NA		
M1	M	B	2014.03.20	Wet	8:35	R	34.5	39.0	29.0	0.187485848	NA	Y	2014.03.04	16	Unknown	NA		
M1	M	C	2014.03.20	Wet	8:35	I	34.5	39.0	27.0	0.19427284	NA	Y	2014.03.04	16	Unknown	NA		
M1	M	D	2014.03.20	Wet	8:35	I	34.5	39.0	27.0	0.198699358	NA	Y	2014.03.04	16	Unknown	NA		
M1	M	E	2014.03.20	Wet	8:35	R	34.5	39.0	27.0	0.196641336	NA	Y	2014.03.04	16	Unknown	NA		
M1	M	A	2014.03.27	Wet	10:00	R	32.0	37.5	25.0	0.243005131	NA	Y	2014.03.04	23	Unknown	NA		
M1	M	B	2014.03.27	Wet	10:00	R	32.0	37.5	26.0	0.231392522	NA	Y	2014.03.04	23	Unknown	NA		
M1	M	C	2014.03.27	Wet	10:00	R	32.0	37.5	27.0	0.230468482	NA	Y	2014.03.04	23	Unknown	NA		
M1	M	D	2014.03.27	Wet	10:00	I	32.0	37.5	27.0	0.226623333	NA	Y	2014.03.04	23	Unknown	NA		
M1	M	E	2014.03.27	Wet	10:00	I	32.0	37.5	28.0	0.274489691	NA	Y	2014.03.04	23	Unknown	NA		
M1	M	A	2014.04.07	Wet	9:55	I	31.5	36.0	26.0	NA	NA	Y	2014.03.04	34	Unknown	NA		
M1	M	B	2014.04.07	Wet	9:55	R	31.5	36.0	26.0	NA	NA	Y	2014.03.04	34	Unknown	NA		
M1	M	C	2014.04.07	Wet	9:55	R	31.5	36.0	26.0	NA	NA	Y	2014.03.04	34	Unknown	NA		
M1	M	D	2014.04.07	Wet	9:55	R	31.5	36.0	26.0	NA	NA	Y	2014.03.04	34	Unknown	NA		
M1	M	E	2014.04.07	Wet	9:55	I	31.5	36.0	24.0	NA	NA	Y	2014.03.04	34	Unknown	NA		
M1	M	A	2014.11.12	Wet	8:00	R	29.0	38.3	28.0	NA	NA	Y	2014.03.04	253	Unknown	NA		
M1	M	B	2014.11.12	Wet	8:00	I	29.0	38.3	27.0	NA	NA	Y	2014.03.04	253	Unknown	NA		
M1	M	C	2014.11.12	Wet	8:00	R	29.0	38.3	29.0	NA	NA	Y	2014.03.04	253	Unknown	NA		
M1	M	D	2014.11.12	Wet	8:00	I	29.0	38.3	27.0	NA	NA	Y	2014.03.04	253	Unknown	NA		
M1	M	E	2014.11.12	Wet	8:00	R	29.0	38.3	26.0	NA	NA	Y	2014.03.04	253	Unknown	NA		
M2	M	A	2013.06.18	Dry	9:30	NA	29.5	33.0	19.0	0.161706754	NA	Y	Unknown	NA	2014.03.06	-261		
M2	M	B	2013.06.18	Dry	9:30	NA	29.5	33.0	25.0	0.171056946	NA	Y	Unknown	NA	2014.03.06	-261		
M2	M	C	2013.06.18	Dry	9:30	NA	29.5	33.0	22.0	0.156862745	NA	Y	Unknown	NA	2014.03.06	-261		
M2	M	D	2013.06.18	Dry	9:30	NA	29.5	33.0	23.0	0.169124771	NA	Y	Unknown	NA	2014.03.06	-261		
M2	M	E	2013.06.18	Dry	9:30	NA	29.5	33.0	22.0	0.174025137	NA	Y	Unknown	NA	2014.03.06	-261		
M2	M	A	2013.07.23	Dry	8:20	NA	21.0	23.0	23.0	0.251168533	NA	Y	Unknown	NA	2014.03.06	-226		
M2	M	B	2013.07.23	Dry	8:20	NA	21.0	23.0	22.0	0.232330716	NA	Y	Unknown	NA	2014.03.06	-226		
M2	M	C	2013.07.23	Dry	8:20	NA	21.0	23.0	23.0	0.227481832	NA	Y	Unknown	NA	2014.03.06	-226		
M2	M	D	2013.07.23	Dry	8:20	NA	21.0	23.0	23.0	0.252763168	NA	Y	Unknown	NA	2014.03.06	-226		
M2	M	E	2013.07.23	Dry	8:20	NA	21.0	23.0	23.0	0.242843406	NA	Y	Unknown	NA	2014.03.06	-226		
M2	M	A	2013.12.17	Wet	8:30	NA	NA	28.5	25.0	0.291914519	NA	Y	Unknown	NA	2014.03.06	-79		
M2	M	B	2013.12.17	Wet	8:30	NA	NA	28.5	25.0	0.25727793	NA	Y	Unknown	NA	2014.03.06	-79		
M2	M	C	2013.12.17	Wet	8:30	NA	NA	28.5	25.0	0.379952371	NA	Y	Unknown	NA	2014.03.06	-79		
M2	M	D	2013.12.17	Wet	8:30	NA	NA	28.5	25.0	0.268094335	NA	Y	Unknown	NA	2014.03.06	-79		
M2	M	E	2013.12.17	Wet	8:30	NA	NA	28.5	26.0	0.26915208	NA	Y	Unknown	NA	2014.03.06	-79		
M2	M	A	2014.02.06	Wet	9:35	NA	27.0	31.0	27.0	0.233178026	NA	Y	Unknown	NA	2014.03.06	-28		
M2	M	B	2014.02.06	Wet	9:35	NA	27.0	31.0	25.0	0.209505735	NA	Y	Unknown	NA	2014.03.06	-28		
M2	M	C	2014.02.06	Wet	9:35	NA	27.0	31.0	25.0	0.230649754	NA	Y	Unknown	NA	2014.03.06	-28		
M2	M	D	2014.02.06	Wet	9:35	NA	27.0	31.0	24.0	0.227845737	NA	Y	Unknown	NA	2014.03.06	-28		
M2	M	E	2014.02.06	Wet	9:35	NA	27.0	31.0	26.0	0.225268764	NA	Y	Unknown	NA	2014.03.06	-28		
M2	M	A	2014.03.06	Wet	10:00	I	31.0	42.5	27.0	0.18298348	NA	Y	Unknown	NA	2014.03.06	0		
M2	M	B	2014.03.06	Wet	10:00	R	31.0	42.5	28.0	0.188844892	NA	Y	Unknown	NA	2014.03.06	0		
M2	M	C	2014.03.06	Wet	10:00	R	31.0	42.5	27.0	0.178268957	NA	Y	Unknown	NA	2014.03.06	0		
M2	M	D	2014.03.06	Wet	10:00	I	31.0	42.5	27.0	0.194998303	NA	Y	Unknown	NA	2014.03.06	0		
M2	M	E	2014.03.06	Wet	10:00	R	31.0	42.5	28.0	0.183353544	NA	Y	Unknown	NA	2014.03.06	0		
M2	M	A	2014.03.07	Wet	7:55	R	25.0	32.0	26.0	0.198348229	NA	Y	Unknown	NA	2014.03.06	1		
M2	M	B	2014.03.07	Wet	7:55	I	25.0	32.0	27.0	0.194703944	NA	Y	Unknown	NA	2014.03.06	1		
M2	M	C	2014.03.07	Wet	7:55	R	25.0	32.0	27.0	0.194334151	NA	Y	Unknown	NA	2014.03.06	1		
M2	M	D	2014.03.07	Wet	7:55	I	25.0	32.0	26.0	0.198767967	NA	Y	Unknown	NA	2014.03.06	1		
M2	M	E	2014.03.07	Wet	7:55	R	25.0	32.0	27.0	0.210128932	NA	Y	Unknown	NA	2014.03.06	1		
M2	M	A	2014.03.10	Wet	14:30	I	37.0	29.0	30.0	NA	NA	Y	Unknown	NA	2014.03.06	4		
M2	M	B	2014.03.10	Wet	14:30	R	37.0	29.0	31.0	NA	NA	Y	Unknown	NA	2014.03.06	4		
M2	M	C	2014.03.10	Wet	14:30	R	37.0	29.0	30.0	NA	NA	Y	Unknown	NA	2014.03.06	4		
M2	M	D	2014.03.10	Wet	14:30	I	37.0	29.0	30.0	NA	NA	Y	Unknown	NA	2014.03.06	4		
M2	M	E	2014.03.10	Wet	14:30	I	37.0	29.0	30.0	NA	NA	Y	Unknown	NA	2014.03.06	4		
M2	M	A	2014.03.13	Wet	13:50	R	35.0	52.5	30.0	NA	NA	Y	Unknown	NA	2014.03.06	7		
M2	M	B	2014.03.13	Wet	13:50	I	35.0	52.5	30.0	NA	NA	Y	Unknown	NA	2014.03.06	7		
M2	M	C	2014.03.13	Wet	13:50	I	35.0	52.5	30.0	NA	NA	Y	Unknown	NA	2014.03.06	7		
M2	M	D	2014.03.13	Wet	13:50	R	35.0	52.5	32.0	NA	NA	Y	Unknown	NA	2014.03.06	7		
M2	M	E	2014.03.13	Wet	13:50	R	35.0	52.5	30.0	NA	NA	Y	Unknown	NA	2014.03.06	7		
M2	M	A	2014.03.18	Wet	8:35	R	31.0	37.5	25.0	0.201461056	NA	Y	Unknown	NA	2014.03.06	12		
M2	M	B	2014.03.18	Wet	8:35	R	31.0	37.5	27.0	0.202893916	NA	Y	Unknown	NA	2014.03.06	12		
M2	M	C	2014.03.18	Wet	8:35	I	31.0	37.5	27.0	0.200845448	NA	Y	Unknown	NA	2014.03.06	12		
M2	M	D	2014.03.18	Wet	8:35	I	31.0	37.5	27.0	0.20640542	NA	Y	Unknown	NA	2014.03.06	12		
M2	M	E	2014.03.18	Wet	8:35	I	31.0	37.5	27.0	0.22608044	NA	Y	Unknown	NA	2014.03.06	12		
M2	M	A	2014.04.01	Wet	14:00	R	24.0	24.0	25.0	0.341271608	NA	Y	Unknown	NA	2014.03.06	26		
M2	M	B	2014.04.01	Wet	14:00	I	24.0	24.0	26.0	0.361161003	NA	Y	Unknown	NA	2014.03.06	26		
M2	M	C	2014.04.01	Wet	14:00	R	24.0	24.0	26.0	0.498369404	NA	Y	Unknown	NA	2014.03.06	26		
M2	M	D	2014.04.01	Wet	14:00	R	24.0	24.0	26.0	0.37482364	NA	Y	Unknown	NA	2014.03.06	26		
M2	M	E	2014.04.01	Wet	14:00	I	24.0	24.0	26.0	0.350253807	NA	Y	Unknown	NA	2014.03.06	26		
M3	M	A	2013.06.18	Dry	11:00	NA	35.5	37.5	25.0	0.127010061	NA	Y	2014.02.10	-237	Unknown	NA		
M3	M	B	2013.06.18	Dry	11:00	NA	35.5	37.5	25.0	0.132661265	NA	Y	2014.02.10	-237	Unknown	NA		
M3	M	C	2013.06.18	Dry	11:00	NA	35.5	37.5	25.0	0.124440884	NA	Y	2014.02.10	-237	Unknown	NA		
M3	M	D	2013.06.18	Dry	11:00	NA	35.5	37.5	25.0	0.1269951	NA	Y	2014.02.10	-237	Unknown	NA		
M3	M	E	2013.06.18	Dry	11:00	NA	35.5	37.5	20.0	0.133685438	NA	Y	2014.02.10	-237	Unknown	NA		
M3	M	A	2013.07.24	Dry	9:20	NA	24.0	33.0	23.0	0.095464705	NA	Y	2014.02.10	-201	Unknown	NA		
M3	M	B	2013.07.24	Dry	9:20	NA	24.0	33.0	25.0	0.104263242	NA	Y	2014.02.10	-201	Unknown	NA		
M3	M	C	2013.07.24	Dry	9:20	NA	24.0	33.0	15.0	0.084402189	NA	Y	2014.02.10	-201	Unknown	NA		
M3	M	D	2013.07.24	Dry	9:20	NA	24.0	33.0	24.0	0.09972668	NA	Y	2014.02.10	-201	Unknown	NA		
M3	M	E	2013.07.24	Dry	9:20	NA	24.0	33.0	24.0	0.092302951	NA	Y	2014.02.10	-201	Unknown	NA		
M3	M	A	2013.12.18	Wet	9:20	NA	27.5	28.5	27.0	0.260102969	NA	Y	2014.02.10	-54	Unknown	NA		
M3	M	B	2013.12.18	Wet	9:20	NA	27.5	28.5	25.0	0.246064866	NA	Y	2014.02.10	-54	Unknown	NA		
M3	M	C	2013.12.18	Wet	9:20	NA	27.5	28.5	25.0	0.25481563	NA	Y	2014.02.10	-54	Unknown	NA		
M3	M	D	2013.12.18	Wet	9:20	NA	27.5	28.5	25.0	0.27628681	NA	Y	2014.02.10	-54	Unknown	NA		
M3	M	E	2013.12.18	Wet	9:20	NA	27.5	28.5	25.0	0.247924792	NA	Y	2014.02.10	-54	Unknown	NA		
M3	M	A	2014.01.30	Wet	8:05	NA	26.7	33.0	25.0	0.166388621	NA	Y	2014.02.10	-11	Unknown	NA		
M3	M	B	2014.01.30	Wet	8:05	NA	26.7	33.0	26.0	0.171879456	NA	Y	2014.02.10	-11	Unknown	NA		
M3	M	C	2014.01.30	Wet	8:05	NA	26.7	33.0	26.0	0.159854483	NA	Y	2014.02.10	-11	Unknown	NA		
M3	M	D	2014.01.30	Wet	8:05	NA	26.7	33.0	27.0	0.158204625	NA	Y	2014.02.10	-11	Unknown	NA		
M3	M	E	2014.01.30	Wet	8:05	NA	26.7	33.0	26.0	0.154749372	NA	Y	2014.02.10	-11	Unknown	NA		
M3	M	A	2014.02.11	Wet	9:50	I	43.0	49.0	26.0	0.179079071	NA	Y	2014.02.10	1	Unknown	NA		
M3	M	B	2014.02.11	Wet	9:50	R	43.0	49.0	27.0	0.192668854	NA	Y	2014.02.10	1	Unknown	NA		
M3	M	C	2014.02.11	Wet	9:50	R	43.0	49.0	28.0	0.203710832	NA	Y	2014.02.10	1	Unknown	NA		
M3	M	D	2014.02.11	Wet	9:50	I	43.0	49.0	29.0	0.208717259	NA	Y	2014.02.10	1	Unknown	NA		
M3	M	E	2014.02.11	Wet	9:50	I	43.0	49.0	27.0	0.206341638	NA	Y	2014.02.10	1	Unknown	NA		
M3	M	A	2014.02.14	Wet	9:15	R	33.3	34.0	27.0	0.19459913	NA	Y	2014.02.10	4	Unknown	NA		
M3	M	B	2014.02.14	Wet	9:15	R	33.3	34.0	24.0	0.21222232	NA	Y	2014.02.10	4	Unknown	NA		
M3	M	C	2014.02.14	Wet	9:15	I	33.3	34.0	26.0	0.228695848	NA	Y	2014.02.10	4	Unknown	NA		
M3	M	D	2014.02.14	Wet	9:15	I	33.3	34.0	26.0	0.198806891	NA	Y	2014.02.10	4	Unknown	NA		
M3	M	E	2014.02.14	Wet	9:15	R	33.3	34.0	26.0	0.231755166	NA	Y	2014.02.10	4	Unknown	NA		
M3	M	A	2014.02.18	Wet	14:15	I	28.3	28.7	22.0	0.281458866	NA	Y	2014.02.10	8	Unknown	NA		
M3	M	B	2014.02.18	Wet	14:15	R	28.3	28.7	26.0	0.260712403	NA	Y	2014.02.10	8	Unknown	NA		
M3	M	C	2014.02.18	Wet	14:15	I	28.3	28.7	25.0	0.30091926	NA	Y	2014.02.10	8	Unknown	NA		
M3	M	D	2014.02.18	Wet	14:15	R	28.3	28.7	26.0	0.243685858	NA	Y	2014.02.10	8	Unknown	NA		
M3	M	E	2014.02.18	Wet	14:15	R	28.3	28.7	26.0	0.264844275	NA	Y	2014.02.10	8	Unknown	NA		
M3	M	A	2014.02.21	Wet	8:00	I	25.5	27.0	26.0	0.221573663	NA	Y	2014.02.10	11	Unknown	NA		
M3	M	B	2014.02.21	Wet	8:00	R	25.5	27.0	26.0	0.228395589	NA	Y	2014.02.10	11	Unknown	NA		
M3	M	C	2014.02.21	Wet	8:00	R	25.5	27.0	25.0	0.266344244	NA	Y	2014.02.10	11	Unknown	NA		
M3	M	D	2014.02.21	Wet	8:00	I	25.5	27.0	26.0	0.215556906	NA	Y	2014.02.10	11	Unknown	NA		
M3	M	E	2014.02.21	Wet	8:00	R	25.5	27.0	26.0	0.226947504	NA	Y	2014.02.10	11	Unknown	NA		
M3	M	A	2014.02.25	Wet	8:00	R	23.5	26.5	24.0	0.214378406	NA	Y	2014.02.10	15	Unknown	NA		
M3	M	B	2014.02.25	Wet	8:00	R	23.5	26.5	25.0	0.214142946	NA	Y	2014.02.10	15	Unknown	NA		
M3	M	C	2014.02.25	Wet	8:00	I	23.5	26.5	24.0	0.242133507	NA	Y	2014.02.10	15	Unknown	NA		
M3	M	D	2014.02.25	Wet	8:00	I	23.5	26.5	24.0	0.215900343	NA	Y	2014.02.10	15	Unknown	NA		
M3	M	E	2014.02.25	Wet	8:00	R	23.5	26.5	24.0	0.193770304	NA	Y	2014.02.10	15	Unknown	NA		
M3	M	A	2014.04.02	Wet	8:00	R	24.5	26.0	25.0	0.208126858	NA	Y	2014.02.10	51	Unknown	NA		
M3	M	B	2014.04.02	Wet	8:00	R	24.5	26.0	25.0	0.192895905	NA	Y	2014.02.10	51	Unknown	NA		
M3	M	C	2014.04.02	Wet	8:00	R	24.5	26.0	24.0	0.229778515	NA	Y	2014.02.10	51	Unknown	NA		
M3	M	D	2014.04.02	Wet	8:00	I	24.5	26.0	24.0	0.209960442	NA	Y	2014.02.10	51	Unknown	NA		
M3	M	E	2014.04.02	Wet	8:00	I	24.5	26.0	25.0	0.200596399	NA	Y	2014.02.10	51	Unknown	NA		
S1	S	A	2013.06.13	Dry	9:45	NA	36.0	36.0	25.0	0.110695041	NA	N	NA	NA	NA	NA		
S1	S	B	2013.06.13	Dry	9:45	NA	36.0	36.0	25.0	0.103814497	NA	N	NA	NA	NA	NA		
S1	S	C	2013.06.13	Dry	9:45	NA	36.0	36.0	25.0	0.095374297	NA	N	NA	NA	NA	NA		
S1	S	D	2013.06.13	Dry	9:45	NA	36.0	36.0	25.0	0.128125286	NA	N	NA	NA	NA	NA		
S1	S	E	2013.06.13	Dry	9:45	NA	36.0	36.0	25.0	0.085002313	NA	N	NA	NA	NA	NA		
S1	S	A	2013.06.20	Dry	10:35	NA	39.0	41.0	23.0	0.09454928	NA	N	NA	NA	NA	NA		
S1	S	B	2013.06.20	Dry	10:35	NA	39.0	41.0	27.0	0.098959847	NA	N	NA	NA	NA	NA		
S1	S	C	2013.06.20	Dry	10:35	NA	39.0	41.0	27.0	0.096015479	NA	N	NA	NA	NA	NA		
S1	S	D	2013.06.20	Dry	10:35	NA	39.0	41.0	28.0	0.088725817	NA	N	NA	NA	NA	NA		
S1	S	E	2013.06.20	Dry	10:35	NA	39.0	41.0	27.0	0.100118584	NA	N	NA	NA	NA	NA		
S1	S	A	2013.06.25	Dry	8:10	NA	NA	26.0	25.0	0.147782576	NA	N	NA	NA	NA	NA		
S1	S	B	2013.06.25	Dry	8:10	NA	NA	26.0	23.0	0.17246823	NA	N	NA	NA	NA	NA		
S1	S	C	2013.06.25	Dry	8:10	NA	NA	26.0	25.0	0.155963303	NA	N	NA	NA	NA	NA		
S1	S	D	2013.06.25	Dry	8:10	NA	NA	26.0	25.0	0.159434813	NA	N	NA	NA	NA	NA		
S1	S	E	2013.06.25	Dry	8:10	NA	NA	26.0	26.0	0.154133292	NA	N	NA	NA	NA	NA		
S1	S	A	2013.06.27	Dry	8:10	NA	25.5	25.0	27.0	0.137317811	NA	N	NA	NA	NA	NA		
S1	S	B	2013.06.27	Dry	8:10	NA	25.5	25.0	25.0	0.141024737	NA	N	NA	NA	NA	NA		
S1	S	C	2013.06.27	Dry	8:10	NA	25.5	25.0	25.0	0.139644811	NA	N	NA	NA	NA	NA		
S1	S	D	2013.06.27	Dry	8:10	NA	25.5	25.0	30.0	0.157748629	NA	N	NA	NA	NA	NA		
S1	S	E	2013.06.27	Dry	8:10	NA	25.5	25.0	25.0	0.139902014	NA	N	NA	NA	NA	NA		
S1	S	A	2013.07.01	Dry	16:40	NA	40.5	39.5	30.0	0.114444823	NA	N	NA	NA	NA	NA		
S1	S	B	2013.07.01	Dry	16:40	NA	40.5	39.5	28.0	0.098911301	NA	N	NA	NA	NA	NA		
S1	S	C	2013.07.01	Dry	16:40	NA	40.5	39.5	28.0	0.139086851	NA	N	NA	NA	NA	NA		
S1	S	D	2013.07.01	Dry	16:40	NA	40.5	39.5	31.0	0.109085118	NA	N	NA	NA	NA	NA		
S1	S	E	2013.07.01	Dry	16:40	NA	40.5	39.5	25.0	0.119738703	NA	N	NA	NA	NA	NA		
S1	S	A	2013.07.04	Dry	11:30	NA	44.0	42.5	27.0	0.107001432	NA	N	NA	NA	NA	NA		
S1	S	B	2013.07.04	Dry	11:30	NA	44.0	42.5	25.0	0.096011325	NA	N	NA	NA	NA	NA		
S1	S	C	2013.07.04	Dry	11:30	NA	44.0	42.5	33.0	0.115082757	NA	N	NA	NA	NA	NA		
S1	S	D	2013.07.04	Dry	11:30	NA	44.0	42.5	29.0	0.116688649	NA	N	NA	NA	NA	NA		
S1	S	E	2013.07.04	Dry	11:30	NA	44.0	42.5	25.0	0.121407467	NA	N	NA	NA	NA	NA		
S1	S	A	2013.07.17	Dry	8:45	NA	26.0	39.5	23.0	0.095844875	NA	N	NA	NA	NA	NA		
S1	S	B	2013.07.17	Dry	8:45	NA	26.0	39.5	32.0	0.098433048	NA	N	NA	NA	NA	NA		
S1	S	C	2013.07.17	Dry	8:45	NA	26.0	39.5	25.0	0.089285714	NA	N	NA	NA	NA	NA		
S1	S	D	2013.07.17	Dry	8:45	NA	26.0	39.5	25.0	0.106661184	NA	N	NA	NA	NA	NA		
S1	S	E	2013.07.17	Dry	8:45	NA	26.0	39.5	27.0	0.093777452	NA	N	NA	NA	NA	NA		
S1	S	A1	2013.07.19	Dry	8:10	NA	25.5	29.5	25.0	0.078486056	NA	N	NA	NA	NA	NA		
S1	S	A2	2013.07.19	Dry	8:10	NA	25.5	29.5	25.0	0.076532138	NA	N	NA	NA	NA	NA		
S1	S	B1	2013.07.19	Dry	8:10	NA	25.5	29.5	26.0	0.110574713	NA	N	NA	NA	NA	NA		
S1	S	B2	2013.07.19	Dry	8:10	NA	25.5	29.5	26.0	0.100150943	NA	N	NA	NA	NA	NA		
S1	S	C1	2013.07.19	Dry	8:10	NA	25.5	29.5	26.0	0.106866953	NA	N	NA	NA	NA	NA		
S1	S	C2	2013.07.19	Dry	8:10	NA	25.5	29.5	26.0	0.105488621	NA	N	NA	NA	NA	NA		
S1	S	A	2013.12.18	Wet	8:00	NA	25.5	28.0	25.0	0.264739279	NA	N	NA	NA	NA	NA		
S1	S	B	2013.12.18	Wet	8:00	NA	25.5	28.0	25.0	0.230121695	NA	N	NA	NA	NA	NA		
S1	S	C	2013.12.18	Wet	8:00	NA	25.5	28.0	25.0	0.226478747	NA	N	NA	NA	NA	NA		
S1	S	D	2013.12.18	Wet	8:00	NA	25.5	28.0	25.0	0.246817593	NA	N	NA	NA	NA	NA		
S1	S	E	2013.12.18	Wet	8:00	NA	25.5	28.0	26.0	0.262824516	NA	N	NA	NA	NA	NA		
S1	S	A	2014.01.30	Wet	9:35	NA	30.7	31.7	26.0	0.152140905	NA	N	NA	NA	NA	NA		
S1	S	B	2014.01.30	Wet	9:35	NA	30.7	31.7	26.0	0.158508393	NA	N	NA	NA	NA	NA		
S1	S	C	2014.01.30	Wet	9:35	NA	30.7	31.7	25.0	0.158543796	NA	N	NA	NA	NA	NA		
S1	S	D	2014.01.30	Wet	9:35	NA	30.7	31.7	25.0	0.178895877	NA	N	NA	NA	NA	NA		
S1	S	E	2014.01.30	Wet	9:35	NA	30.7	31.7	27.0	0.156872405	NA	N	NA	NA	NA	NA		
S1	S	A	2014.03.26	Wet	10:30	I	37.5	49.0	27.0	0.18463947	NA	N	NA	NA	NA	NA		
S1	S	B	2014.03.26	Wet	10:30	I	37.5	49.0	27.0	0.181309457	NA	N	NA	NA	NA	NA		
S1	S	C	2014.03.26	Wet	10:30	I	37.5	49.0	27.0	0.191810512	NA	N	NA	NA	NA	NA		
S1	S	D	2014.03.26	Wet	10:30	R	37.5	49.0	27.0	0.184438602	NA	N	NA	NA	NA	NA		
S1	S	E	2014.03.26	Wet	10:30	R	37.5	49.0	27.0	0.202370673	NA	N	NA	NA	NA	NA		
S1	S	A	2014.11.13	Wet	13:50	R	36.0	43.7	30.0	NA	NA	N	NA	NA	NA	NA		
S1	S	B	2014.11.13	Wet	13:50	R	36.0	43.7	29.0	NA	NA	N	NA	NA	NA	NA		
S1	S	C	2014.11.13	Wet	13:50	R	36.0	43.7	31.0	NA	NA	N	NA	NA	NA	NA		
S1	S	D	2014.11.13	Wet	13:50	R	36.0	43.7	24.0	NA	NA	N	NA	NA	NA	NA		
S1	S	E	2014.11.13	Wet	13:50	R	36.0	43.7	25.0	NA	NA	N	NA	NA	NA	NA		
S2	S	A	2013.06.18	Dry	12:30	NA	36.5	47.0	25.0	0.086025752	NA	N	NA	NA	NA	NA		
S2	S	B	2013.06.18	Dry	12:30	NA	36.5	47.0	30.0	0.08454927	NA	N	NA	NA	NA	NA		
S2	S	C	2013.06.18	Dry	12:30	NA	36.5	47.0	32.0	0.079389047	NA	N	NA	NA	NA	NA		
S2	S	D	2013.06.18	Dry	12:30	NA	36.5	47.0	31.0	0.078262849	NA	N	NA	NA	NA	NA		
S2	S	E	2013.06.18	Dry	12:30	NA	36.5	47.0	30.0	0.082863373	NA	N	NA	NA	NA	NA		
S2	S	A	2013.07.24	Dry	11:00	NA	31.0	37.0	29.0	0.060792518	NA	N	NA	NA	NA	NA		
S2	S	B	2013.07.24	Dry	11:00	NA	31.0	37.0	27.0	0.054980552	NA	N	NA	NA	NA	NA		
S2	S	C	2013.07.24	Dry	11:00	NA	31.0	37.0	20.0	0.047575895	NA	N	NA	NA	NA	NA		
S2	S	D	2013.07.24	Dry	11:00	NA	31.0	37.0	26.0	0.051761323	NA	N	NA	NA	NA	NA		
S2	S	E	2013.07.24	Dry	11:00	NA	31.0	37.0	28.0	0.044340048	NA	N	NA	NA	NA	NA		
S2	S	A	2013.12.19	Wet	13:00	NA	26.5	26.5	26.0	0.169056548	NA	N	NA	NA	NA	NA		
S2	S	B	2013.12.19	Wet	13:00	NA	26.5	26.5	26.0	0.174144943	NA	N	NA	NA	NA	NA		
S2	S	C	2013.12.19	Wet	13:00	NA	26.5	26.5	29.0	0.158082127	NA	N	NA	NA	NA	NA		
S2	S	D	2013.12.19	Wet	13:00	NA	26.5	26.5	25.0	0.153309429	NA	N	NA	NA	NA	NA		
S2	S	E	2013.12.19	Wet	13:00	NA	26.5	26.5	26.0	0.463320749	NA	N	NA	NA	NA	NA		
S3	S	A	2013.06.18	Dry	8:10	NA	26.5	28.0	19.0	0.169321626	NA	Y	2014.02.11	-238	2014.03.04	-259		
S3	S	B	2013.06.18	Dry	8:10	NA	26.5	28.0	25.0	0.187627643	NA	Y	2014.02.11	-238	2014.03.04	-259		
S3	S	C	2013.06.18	Dry	8:10	NA	26.5	28.0	23.0	0.202832773	NA	Y	2014.02.11	-238	2014.03.04	-259		
S3	S	D	2013.06.18	Dry	8:10	NA	26.5	28.0	24.0	0.165156614	NA	Y	2014.02.11	-238	2014.03.04	-259		
S3	S	E	2013.06.18	Dry	8:10	NA	26.5	28.0	25.0	0.171535699	NA	Y	2014.02.11	-238	2014.03.04	-259		
S3	S	A	2013.07.23	Dry	9:45	NA	26.0	28.0	26.0	0.167985509	NA	Y	2014.02.11	-203	2014.03.04	-224		
S3	S	B	2013.07.23	Dry	9:45	NA	26.0	28.0	24.0	0.089792128	NA	Y	2014.02.11	-203	2014.03.04	-224		
S3	S	C	2013.07.23	Dry	9:45	NA	26.0	28.0	25.0	0.130841947	NA	Y	2014.02.11	-203	2014.03.04	-224		
S3	S	D	2013.07.23	Dry	9:45	NA	26.0	28.0	23.0	0.119816076	NA	Y	2014.02.11	-203	2014.03.04	-224		
S3	S	E	2013.07.23	Dry	9:45	NA	26.0	28.0	25.0	0.117495647	NA	Y	2014.02.11	-203	2014.03.04	-224		
S3	S	A	2014.02.06	Wet	11:00	NA	42.3	44.3	31.0	0.229593738	NA	Y	2014.02.11	-5	2014.03.04	-26		
