fid71.CHR	4/18/2014	18:30:40	"CH4"	0.860	11.8796	3.020
fid72.CHR	4/18/2014	18:36:07	"CH4"	0.860	11.5452	3.020
fid73.CHR	4/18/2014	18:41:35	"CH4"	0.863	11.3194	2.950
fid74.CHR	4/18/2014	18:47:03	"CH4"	0.860	11.0348	2.884
fid75.CHR	4/18/2014	18:52:30	"CH4"	0.863	11.6952	3.036
fid76.CHR	4/18/2014	18:57:58	"CH4"	0.860	11.3204	2.947
fid77.CHR	4/18/2014	19:03:25	"CH4"	0.860	11.2544	2.934
fid78.CHR	4/18/2014	19:08:53	"CH4"	0.863	11.4944	2.974
fid79.CHR	4/18/2014	19:14:21	"CH4"	0.863	11.9518	3.025
fid80.CHR	4/18/2014	19:19:48	"CH4"	0.860	11.6028	3.008
fid81.CHR	4/18/2014	19:25:16	"CH4"	0.866	11.6388	2.967
fid82.CHR	4/18/2014	19:30:43	"CH4"	0.860	11.3620	2.966
fid83.CHR	4/18/2014	19:36:11	"CH4"	0.860	11.6520	2.965
fid84.CHR	4/18/2014	19:41:38	"CH4"	0.863	10.9862	2.863
fid85.CHR	4/18/2014	19:47:06	"CH4"	0.863	10.8416	2.817
fid86.CHR	4/18/2014	19:52:34	"CH4"	0.863	10.6268	2.673
fid87.CHR	4/18/2014	19:58:01	"CH4"	0.860	11.7842	3.021
fid88.CHR	4/18/2014	20:03:29	"CH4"	0.860	11.8312	3.028
fid89.CHR	4/18/2014	20:08:57	"CH4"	0.856	11.2440	2.928
fid90.CHR	4/18/2014	20:14:24	"CH4"	0.863	11.5860	2.971
fid91.CHR	4/18/2014	20:19:52	"CH4"	0.860	12.4310	3.201
fid92.CHR	4/18/2014	20:25:19	"CH4"	0.863	11.2144	2.926
fid93.CHR	4/18/2014	20:30:47	"CH4"	0.860	10.6576	2.782
fid94.CHR	4/18/2014	20:36:15	"CH4"	0.860	10.1762	2.595
fid95.CHR	4/18/2014	20:41:43	"CH4"	0.863	11.8998	3.048
fid96.CHR	4/18/2014	20:47:10	"CH4"	0.860	11.3790	2.923
fid97.CHR	4/18/2014	20:52:38	"CH4"	0.860	10.0968	2.653
fid98.CHR	4/18/2014	20:58:05	"CH4"	0.860	10.0084	2.601
