"num","sampleID","capnotes","labelnotes","listdiffs","nitrppm","ammppm","extinc","datestr","date","Site","LUtype","Chamber","test2448","acidwashed"
"428","incub M1E_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"M1","M","E","NA","NA"
"429","incub F2A_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"F2","F","A","NA","NA"
"430","incub F2B_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"F2","F","B","NA","NA"
"431","incub F2C_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"F2","F","C","NA","NA"
"432","incub F2D_20032014",NA,NA,NA,"1.27225","Insufficient sample volume","inc","20032014",2014-03-20,"F2","F","D","NA","NA"
"433","incub F2E_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"F2","F","E","NA","NA"
"434","incub F1A_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"1.12385","0.2545","inc","25032014",2014-03-25,"F1","F","A","24","NA"
"435","incub F1B_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"1.42065","0.338782","inc","25032014",2014-03-25,"F1","F","B","24","NA"
"436","incub F1C_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"0.7714","0.2256272","inc","25032014",2014-03-25,"F1","F","C","24","NA"
"437","incub F1D_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"0.8456","0.2460696","inc","25032014",2014-03-25,"F1","F","D","24","NA"
"438","incub F1E_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"Sample absent","Sample absent","inc","25032014",2014-03-25,"F1","F","E","24","NA"
"439","incub S2A_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"0.4004","0.1524156","inc","25032014",2014-03-25,"S2","S","A","24","NA"
"440","incub S2B_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"0.34475","0.2005296","inc","25032014",2014-03-25,"S2","S","B","24","NA"
"441","incub S2C_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"0.4746","0.205242","inc","25032014",2014-03-25,"S2","S","C","24","NA"
"442","incub S2D_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"0.45605","0.2198456","inc","25032014",2014-03-25,"S2","S","D","24","NA"
"443","incub S2E_25032014",NA,"the label might have a small (24) in a circle - can't remember",NA,"0.49315","0.2116748","inc","25032014",2014-03-25,"S2","S","E","24","NA"
"444","incub F148A_25032014",NA,"the label has a small (48) in a circle",NA,"0.969143","0.3922508","inc","25032014",2014-03-25,"F1","F","A","48","NA"
"445","incub F148B_25032014",NA,"the label has a small (48) in a circle",NA,"1.129786","0.5388676","inc","25032014",2014-03-25,"F1","F","B","48","NA"
"446","incub F148C_25032014",NA,"the label has a small (48) in a circle",NA,"0.7343","0.3176356","inc","25032014",2014-03-25,"F1","F","C","48","NA"
"447","incub F148D_25032014",NA,"the label has a small (48) in a circle",NA,"0.8085","0.385686","inc","25032014",2014-03-25,"F1","F","D","48","NA"
"448","incub F148E_25032014",NA,"the label has a small (48) in a circle",NA,"Sample absent","Sample absent","inc","25032014",2014-03-25,"F1","F","E","48","NA"
"449","incub S248A_25032014",NA,"the label has a small (48) in a circle",NA,"0.486843","0.3885504","inc","25032014",2014-03-25,"S2","S","A","48","NA"
"450","incub S248B_25032014",NA,"the label has a small (48) in a circle",NA,"0.3262","0.2978092","inc","25032014",2014-03-25,"S2","S","B","48","NA"
"451","incub S248C_25032014",NA,"the label has a small (48) in a circle",NA,"1.16895","0.2902896","inc","25032014",2014-03-25,"S2","S","C","48","NA"
"452","incub S248D_25032014",NA,"the label has a small (48) in a circle",NA,"1.16895","0.33348","inc","25032014",2014-03-25,"S2","S","D","48","NA"
"453","incub S248E_25032014",NA,"the label has a small (48) in a circle",NA,"1.2089","0.2997804","inc","25032014",2014-03-25,"S2","S","E","48","NA"
"454","incub S3A_26032014",NA,NA,NA,"0.68955","0.2362312","inc","26032014",2014-03-26,"S3","S","A","NA","NA"
"455","incub S3B_26032014",NA,NA,NA,"0.7295","0.2230136","inc","26032014",2014-03-26,"S3","S","B","NA","NA"
"456","incub S3C_26032014",NA,NA,NA,"1.0491","0.255446","inc","26032014",2014-03-26,"S3","S","C","NA","NA"
"457","incub S3D_26032014",NA,NA,NA,NA,"0.2432624","inc","26032014",2014-03-26,"S3","S","D","NA","NA"
"458","incub S3E_26032014",NA,NA,NA,"1.3687","0.2550808","inc","26032014",2014-03-26,"S3","S","E","NA","NA"
"459","incub S1A_26032014",NA,NA,NA,"0.29005","0.1887024","inc","26032014",2014-03-26,"S1","S","A","NA","NA"
"460","incub S1B_26032014",NA,NA,NA,"1.16895","0.2480408","inc","26032014",2014-03-26,"S1","S","B","NA","NA"
"461","incub S1C_26032014",NA,NA,NA,"1.3687","0.256106","inc","26032014",2014-03-26,"S1","S","C","NA","NA"
"462","incub S1D_26032014",NA,NA,NA,"1.6084","0.236988","inc","26032014",2014-03-26,"S1","S","D","NA","NA"
"463","incub S1E_26032014",NA,NA,NA,"0.8094","0.2433284","inc","26032014",2014-03-26,"S1","S","E","NA","NA"
"464","incub M1A_27032014",NA,NA,NA,"Sample absent","Sample absent","inc","27032014",2014-03-27,"M1","M","A","NA","NA"
"465","incub M1B_27032014",NA,NA,NA,"Sample absent","Sample absent","inc","27032014",2014-03-27,"M1","M","B","NA","NA"
"466","incub M1C_27032014",NA,NA,NA,"Sample absent","Sample absent","inc","27032014",2014-03-27,"M1","M","C","NA","NA"
"467","incub M1D_27032014",NA,NA,NA,"Sample absent","Sample absent","inc","27032014",2014-03-27,"M1","M","D","NA","NA"
"468","incub M1E_27032014",NA,NA,NA,"Sample absent","Sample absent","inc","27032014",2014-03-27,"M1","M","E","NA","NA"
"469","incub M2A_02042014",NA,NA,NA,"4.44485","0.2118728","inc","02042014",2014-04-02,"M2","M","A","NA","NA"
"470","incub M2B_02042014",NA,NA,NA,"8.20015","0.0964432","inc","02042014",2014-04-02,"M2","M","B","NA","NA"
"471","incub M2C_02042014",NA,NA,NA,"8.30085","0.2592212","inc","02042014",2014-04-02,"M2","M","C","NA","NA"
"472","incub M2D_02042014",NA,NA,NA,"Insufficient sample volume","0.557726","inc","02042014",2014-04-02,"M2","M","D","NA","NA"
"473","incub M2E_02042014",NA,NA,NA,"5.72325","0.2104428","inc","02042014",2014-04-02,"M2","M","E","NA","NA"
"474","incub M3A_02042014",NA,NA,NA,"0.52975","0.2629656","inc","02042014",2014-04-02,"M3","M","A","NA","NA"
"475","incub M3B_02042014",NA,NA,NA,"0.4898","0.1867312","inc","02042014",2014-04-02,"M3","M","B","NA","NA"
"476","incub M3C_02042014",NA,NA,NA,"0.6496","0.246756","inc","02042014",2014-04-02,"M3","M","C","NA","NA"
"477","incub M3D_02042014",NA,NA,NA,"0.6496","0.2353292","inc","02042014",2014-04-02,"M3","M","D","NA","NA"
"478","incub M3E_02042014",NA,NA,NA,"0.29005","0.25065","inc","02042014",2014-04-02,"M3","M","E","NA","NA"
"479","incub F3A_02042014",NA,NA,NA,"1.08905","0.213646","inc","02042014",2014-04-02,"F3","F","A","NA","NA"
"480","incub F3B_02042014",NA,NA,NA,"1.00915","0.2201668","inc","02042014",2014-04-02,"F3","F","B","NA","NA"
"481","incub F3C_02042014",NA,NA,NA,"1.24885","0.2197048","inc","02042014",2014-04-02,"F3","F","C","NA","NA"
"482","incub F3D_02042014",NA,NA,NA,"0.9692","0.2118464","inc","02042014",2014-04-02,"F3","F","D","NA","NA"
"483","incub F3E_02042014",NA,NA,NA,"Sample absent","Sample absent","inc","02042014",2014-04-02,"F3","F","E","NA","NA"
"484","incub F2A_03042014",NA,NA,NA,"0.84935","0.2479352","inc","03042014",2014-04-03,"F2","F","A","NA","NA"
"485","incub F2B_03042014",NA,NA,NA,"0.9692","0.2692928","inc","03042014",2014-04-03,"F2","F","B","NA","NA"
"486","incub F2C_03042014",NA,NA,NA,"0.8893","0.2459816","inc","03042014",2014-04-03,"F2","F","C","NA","NA"
"487","incub F2D_03042014",NA,NA,NA,"1.0491","0.2884416","inc","03042014",2014-04-03,"F2","F","D","NA","NA"
"488","incub F2E_03042014",NA,NA,NA,"Sample absent","Sample absent","inc","03042014",2014-04-03,"F2","F","E","NA","NA"
"489","bnk I 18-02-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk I 18-02-14","-0.469","0.106022","bnk","18-02-14",2014-02-18,"NA","NA","NA","NA","NA"
"490","bnk II 18-02-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk II 18-02-14","-0.469","0.1103648","bnk","18-02-14",2014-02-18,"NA","NA","NA","NA","NA"
"491","bnk III 18-02-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk III 18-02-14","-0.469","0.1079316","bnk","18-02-14",2014-02-18,"NA","NA","NA","NA","NA"
"492","bnk I 22-02-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk I 22-02-14","-0.469","0.0772416","bnk","22-02-14",2014-02-22,"NA","NA","NA","NA","NA"
"493","bnk II 22-02-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk II 22-02-14","-0.469","0.1057624","bnk","22-02-14",2014-02-22,"NA","NA","NA","NA","NA"
"494","bnk I 28-02-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk I 28-02-14","-0.469","0.115174","bnk","28-02-14",2014-02-28,"NA","NA","NA","NA","NA"
"495","bnk II 28-02-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk II 28-02-14","-0.26925","0.1123052","bnk","28-02-14",2014-02-28,"NA","NA","NA","NA","NA"
"496","bnk III 28-02-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk III 28-02-14","-0.469","0.1130664","bnk","28-02-14",2014-02-28,"NA","NA","NA","NA","NA"
"497","bnk I 05-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk I 05-03-14","-0.469","0.1158428","bnk","05-03-14",2014-03-05,"NA","NA","NA","NA","NA"
"498","bnk II 05-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk II 05-03-14","-0.469","0.1112668","bnk","05-03-14",2014-03-05,"NA","NA","NA","NA","NA"
"499","bnk II 05-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk II 05-03-14","-0.469","0.1254524","bnk","05-03-14",2014-03-05,"NA","NA","NA","NA","NA"
"500","bnk III 05-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk III 05-03-14","-0.469","0.115768","bnk","05-03-14",2014-03-05,"NA","NA","NA","NA","NA"
"501","bnk I 19-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk I 19-03-14","0.1297","0.141","bnk","19-03-14",2014-03-19,"NA","NA","NA","NA","NA"
"502","bnk II 19-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk II 19-03-14","0.09505","0.168","bnk","19-03-14",2014-03-19,"NA","NA","NA","NA","NA"
"503","bnk III 19-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk III 19-03-14","-0.0089","0.135","bnk","19-03-14",2014-03-19,"NA","NA","NA","NA","NA"
"504","bnk III 04-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk III 04-03-14","-0.0089","0.112","bnk","04-03-14",2014-03-04,"NA","NA","NA","NA","NA"
"505","48   bnk I 25-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","48   bnk I 25-03-14","Sample absent","Sample absent","bnk","25-03-14",2014-03-25,"NA","NA","NA","NA","NA"
"506","48   bnk II 25-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","48   bnk II 25-03-14","Sample absent","Sample absent","bnk","25-03-14",2014-03-25,"NA","NA","NA","NA","NA"
"507","48   bnk III 25-03-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","48   bnk III 25-03-14","Sample absent","Sample absent","bnk","25-03-14",2014-03-25,"NA","NA","NA","NA","NA"
"508","bnk I 07-04-14",NA,"possible that there are some blanks that I forgot to write down and will be present in the sample boxes","bnk I 07-04-14","-0.0089","0.103","bnk","07-04-14",2014-04-07,"NA","NA","NA","NA","NA"
"509","bnk II 07-04-14",NA,NA,"bnk II 07-04-14","-0.0089","0.11","bnk","07-04-14",2014-04-07,"NA","NA","NA","NA","NA"
"510","bnk III 07-04-14",NA,NA,"bnk III 07-04-14","-0.0089","0.108","bnk","07-04-14",2014-04-07,"NA","NA","NA","NA","NA"
"511","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"512","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"513","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"514","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"515","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"516","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"517","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"518","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"519","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"520","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"521","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"522","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"523","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"524","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"525","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"526","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"527","bnk?",NA,NA,NA,"Sample absent","Sample absent","bnk","bnk?",NA,"NA","NA","NA","NA","NA"
"528","inc M2A_06-02-14",NA,"Not mentioned inthe provided list",NA,"0.6841","0.192","inc","06-02-14",2014-02-06,"M2","M","A","NA","NA"
"529","inc M2B_06-02-14",NA,"Not mentioned inthe provided list",NA,"0.7534","0.206","inc","06-02-14",2014-02-06,"M2","M","B","NA","NA"
"530","inc M2C_06-02-14",NA,"Not mentioned inthe provided list",NA,"0.7534","0.236","inc","06-02-14",2014-02-06,"M2","M","C","NA","NA"
"531","inc M2D_ 06-02-14",NA,"Not mentioned inthe provided list",NA,"0.7534","0.21","inc","06-02-14",2014-02-06,"M2","M","D","NA","NA"
"532","inc M2E_06-02-14",NA,"Not mentioned inthe provided list",NA,"0.85735","0.213","inc","06-02-14",2014-02-06,"M2","M","E","NA","NA"
"533","inc F1A_06-02-14",NA,"Not mentioned inthe provided list",NA,"1.2385","0.258","inc","06-02-14",2014-02-06,"F1","F","A","NA","NA"
"534","inc  F1B_06-02-14",NA,"Not mentioned inthe provided list",NA,"1.399969","0.214","inc","06-02-14",2014-02-06,"F1","F","B","NA","NA"
"535","inc F1C_06-02-14",NA,"Not mentioned inthe provided list",NA,"1.3771","0.227","inc","06-02-14",2014-02-06,"F1","F","C","NA","NA"
"536","inc F1D_06-02-14",NA,"Not mentioned inthe provided list",NA,"2.0701","0.279","inc","06-02-14",2014-02-06,"F1","F","D","NA","NA"
"537","inc F1E_06-02-14",NA,"Not mentioned inthe provided list",NA,"1.34245","0.238","inc","06-02-14",2014-02-06,"F1","F","E","NA","NA"
"538","inc SA_06-02-14",NA,"Not mentioned inthe provided list",NA,"0.71875","0.207","inc","06-02-14",2014-02-06,"-9999","S","A","NA","NA"
"539","inc SB_06-02-14",NA,"Not mentioned inthe provided list",NA,"1.585","0.264","inc","06-02-14",2014-02-06,"-9999","S","B","NA","NA"
"540","inc SC_06-02-14",NA,"Not mentioned inthe provided list",NA,"1.3078","0.18","inc","06-02-14",2014-02-06,"-9999","S","C","NA","NA"
"541","inc S2_06-02-14",NA,"Not mentioned inthe provided list",NA,"1.20385","0.184","inc","06-02-14",2014-02-06,"S2","S","-9999","NA","NA"
"542","inc SE_06-02-14",NA,"Not mentioned inthe provided list",NA,"0.6841","0.164","inc","06-02-14",2014-02-06,"-9999","S","E","NA","NA"
"543","inc M1A_07-02-14",NA,"Not mentioned inthe provided list",NA,"1.0306","0.431","inc","07-02-14",2014-02-07,"M1","M","A","NA","NA"
"544","inc M1B_07-02-14",NA,"Not mentioned inthe provided list",NA,"1.0999","0.372","inc","07-02-14",2014-02-07,"M1","M","B","NA","NA"
"545","inc M1C_07-02-14",NA,"Not mentioned inthe provided list",NA,"1.5157","0.44","inc","07-02-14",2014-02-07,"M1","M","C","NA","NA"
"546","inc M1D_07-02-14",NA,"Not mentioned inthe provided list",NA,"2.278","0.511","inc","07-02-14",2014-02-07,"M1","M","D","NA","NA"
"547","inc M1E_07-02-14",NA,"Not mentioned inthe provided list",NA,"1.399969","0.344","inc","07-02-14",2014-02-07,"M1","M","E","NA","NA"
"548","inc F3A_07-02-14",NA,"Not mentioned inthe provided list",NA,"1.5157","0.381","inc","07-02-14",2014-02-07,"F3","F","A","NA","NA"
"549","inc F3B_07-02-14",NA,"Not mentioned inthe provided list",NA,"0.7534","0.31","inc","07-02-14",2014-02-07,"F3","F","B","NA","NA"
"550","inc F3C_07-02-14",NA,"Not mentioned inthe provided list",NA,"Insufficient sample volume","0.954","inc","07-02-14",2014-02-07,"F3","F","C","NA","NA"
"551","inc F3D_07-02-14",NA,"Not mentioned inthe provided list",NA,"4.6695","0.317","inc","07-02-14",2014-02-07,"F3","F","D","NA","NA"
"552","inc F3E_07-02-14",NA,"Not mentioned inthe provided list",NA,"1.8328","0.285","inc","07-02-14",2014-02-07,"F3","F","E","NA","NA"
"553","ext F2A_07-02-14",NA,"Not mentioned inthe provided list",NA,"-0.132","0.491","ext","07-02-14",2014-02-07,"F2","F","A","NA","NA"
"554","ext F2B_07-02-14",NA,"Not mentioned inthe provided list",NA,"-0.132","0.575","ext","07-02-14",2014-02-07,"F2","F","B","NA","NA"
"555","ext F2C_07-02-14",NA,"Not mentioned inthe provided list","2 samples, same description","0.287362","0.58","ext","07-02-14",2014-02-07,"F2","F","C","NA","NA"
NA,NA,NA,NA,NA,"-0.05525","0.122","-9999",NA,NA,"-9999","-9999","-9999","NA","NA"
"556","ext F2D_07-02-14",NA,"Not mentioned inthe provided list","2 samples, same description","-0.05525","0.985","ext","07-02-14",2014-02-07,"F2","F","D","NA","NA"
NA,NA,NA,NA,NA,"-0.0706","0.126","-9999",NA,NA,"-9999","-9999","-9999","NA","NA"
"557","ext F2E_07-02-14",NA,"Not mentioned inthe provided list","2 samples, same description","-0.132","0.667","ext","07-02-14",2014-02-07,"F2","F","E","NA","NA"
NA,NA,NA,NA,NA,"-0.132","0.111","-9999",NA,NA,"-9999","-9999","-9999","NA","NA"
"558","bnk N1 07-02-14",NA,"Not mentioned inthe provided list",NA,"-0.132","0.106","bnk","07-02-14",2014-02-07,"NA","NA","NA","NA","NA"
"559","bnk N2 07-02-14",NA,"Not mentioned inthe provided list",NA,"-0.132","0.138","bnk","07-02-14",2014-02-07,"NA","NA","NA","NA","NA"
"560","bnk N3 307-02-14",NA,"Not mentioned inthe provided list",NA,"-0.132","0.106","bnk","07-02-14",2014-02-07,"NA","NA","NA","NA","NA"
