"num","sampleID","capnotes","labelnotes","listdiffs","nitrppm","ammppm","extinc","datestr","date","Site","LUtype","Chamber","test2448","acidwashed"
"218","extr S3C_26032014",NA,NA,NA,"0.2332","0.207","ext","26032014",2014-03-26,"S3","S","C","NA","NA"
"219","extr S3D_26032014",NA,NA,NA,"0.2332","0.213","ext","26032014",2014-03-26,"S3","S","D","NA","NA"
"220","extr S3E_26032014",NA,NA,NA,"0.3244","0.24","ext","26032014",2014-03-26,"S3","S","E","NA","NA"
"221","extr S1A_26032014",NA,NA,NA,"0.142","0.157","ext","26032014",2014-03-26,"S1","S","A","NA","NA"
"222","extr S1B_26032014",NA,NA,NA,"0.18","0.216","ext","26032014",2014-03-26,"S1","S","B","NA","NA"
"223","extr S1C_26032014",NA,NA,"There is a  (aw)","0.2484","0.376","ext","26032014",2014-03-26,"S1","S","C","NA","acidwashedvial"
"224","extr S1D_26032014",NA,NA,"There is a  (aw)","0.37","0.312","ext","26032014",2014-03-26,"S1","S","D","NA","acidwashedvial"
"225","extr S1E_26032014",NA,NA,"There is a  (aw)","0.0584","0.29","ext","26032014",2014-03-26,"S1","S","E","NA","acidwashedvial"
"226","ext bnk 26032014",NA,NA,NA,"-0.086","0.134","bnk","26032014",2014-03-26,"NA","NA","NA","NA","NA"
"227","ext bnk 26032014",NA,NA,NA,"-0.1012","0.133","bnk","26032014",2014-03-26,"NA","NA","NA","NA","NA"
"228","ext bnk 26032014",NA,NA,NA,"-0.1012","0.134","bnk","26032014",2014-03-26,"NA","NA","NA","NA","NA"
"229","ext bnkS1 26032014",NA,NA,"There is a  (aw), there isn´t (s1)","-0.086","0.137","bnk","26032014",2014-03-26,"NA","NA","NA","NA","acidwashedvial"
"230","ext bnkS1 26032014",NA,NA,"There is a  (aw), there isn´t (s1)","-0.1012","0.134","bnk","26032014",2014-03-26,"NA","NA","NA","NA","acidwashedvial"
"231","ext bnkS1 26032014",NA,NA,"There is a  (aw), there isn´t (s1)","-0.086","0.143","bnk","26032014",2014-03-26,"NA","NA","NA","NA","acidwashedvial"
"232","extr M1A_27032014",NA,NA,NA,"Sample absent","Sample absent","ext","27032014",2014-03-27,"M1","M","A","NA","NA"
"233","extr M1B_27032014",NA,NA,NA,"Sample absent","Sample absent","ext","27032014",2014-03-27,"M1","M","B","NA","NA"
"234","extr M1C_27032014",NA,NA,NA,"Sample absent","Sample absent","ext","27032014",2014-03-27,"M1","M","C","NA","NA"
"235","extr M1D_27032014",NA,NA,NA,"Sample absent","Sample absent","ext","27032014",2014-03-27,"M1","M","D","NA","NA"
"236","extr M1E_27032014",NA,NA,NA,"Sample absent","Sample absent","ext","27032014",2014-03-27,"M1","M","E","NA","NA"
"237","ext bnk 27032014",NA,NA,NA,"Sample absent","Sample absent","bnk","27032014",2014-03-27,"NA","NA","NA","NA","NA"
"238","ext bnk 27032014",NA,NA,NA,"Sample absent","Sample absent","bnk","27032014",2014-03-27,"NA","NA","NA","NA","NA"
"239","ext bnk 27032014",NA,NA,NA,"Sample absent","Sample absent","bnk","27032014",2014-03-27,"NA","NA","NA","NA","NA"
"240","extr M2A_02042014",NA,NA,NA,"0.6968","2.446","ext","02042014",2014-04-02,"M2","M","A","NA","NA"
"241","extr M2B_02042014",NA,NA,NA,"1.282","2.847","ext","02042014",2014-04-02,"M2","M","B","NA","NA"
"242","extr M2C_02042014",NA,NA,NA,"1.7532","7.013","ext","02042014",2014-04-02,"M2","M","C","NA","NA"
"243","extr M2D_02042014",NA,NA,"2 samples, same description","1.9812","3.442","ext","02042014",2014-04-02,"M2","M","D","NA","NA"
NA,NA,NA,NA,NA,"1.738","3.484","-9999",NA,NA,"-9999","-9999","-9999","NA","NA"
"244","extr M2E_02042014",NA,NA,NA,"1.3656","2.192","ext","02042014",2014-04-02,"M2","M","E","NA","NA"
"245","extr M3A_02042014",NA,NA,NA,"0.028","0.37","ext","02042014",2014-04-02,"M3","M","A","NA","NA"
"246","extr M3B_02042014",NA,NA,NA,"0.0532","0.262","ext","02042014",2014-04-02,"M3","M","B","NA","NA"
"247","extr M3C_02042014",NA,NA,NA,"0.0532","0.302","ext","02042014",2014-04-02,"M3","M","C","NA","NA"
"248","extr M3D_02042014",NA,NA,NA,"0.0323","0.272","ext","02042014",2014-04-02,"M3","M","D","NA","NA"
"249","extr M3E_02042014",NA,NA,NA,"0.0114","0.261","ext","02042014",2014-04-02,"M3","M","E","NA","NA"
"250","extr F3A_02042014",NA,NA,NA,"0.12635","0.29","ext","02042014",2014-04-02,"F3","F","A","NA","NA"
"251","extr F3B_02042014",NA,NA,NA,"0.000949999999999999","0.356","ext","02042014",2014-04-02,"F3","F","B","NA","NA"
"252","extr F3C_02042014",NA,NA,NA,"0.2204","0.372","ext","02042014",2014-04-02,"F3","F","C","NA","NA"
"253","extr F3D_02042014",NA,NA,NA,"0.1368","0.395","ext","02042014",2014-04-02,"F3","F","D","NA","NA"
"254","extr F3E_02042014",NA,NA,NA,"Sample absent","Sample absent","ext","02042014",2014-04-02,"F3","F","E","NA","NA"
"255","ext bnk 02042014",NA,NA,NA,"0.1368","0.05","bnk","02042014",2014-04-02,"NA","NA","NA","NA","NA"
"256","ext bnk 02042014",NA,NA,"2 samples, same description","0.095","0.047","bnk","02042014",2014-04-02,"NA","NA","NA","NA","NA"
NA,NA,NA,NA,NA,"Insufficient sample volume","0.05","-9999",NA,NA,"-9999","-9999","-9999","NA","NA"
"257","ext bnk 02042014",NA,NA,NA,"0.1159","0.052","bnk","02042014",2014-04-02,"NA","NA","NA","NA","NA"
"258","extr F2A_03042014",NA,NA,NA,"0.1159","0.458","ext","03042014",2014-04-03,"F2","F","A","NA","NA"
"259","extr F2B_03042014",NA,NA,NA,"0.0532","0.99","ext","03042014",2014-04-03,"F2","F","B","NA","NA"
"260","extr F2C_03042014",NA,NA,NA,"-0.0513","0.691","ext","03042014",2014-04-03,"F2","F","C","NA","NA"
"261","extr F2D_03042014",NA,NA,NA,"0.1464","0.446","ext","03042014",2014-04-03,"F2","F","D","NA","NA"
"262","extr F2E_03042014",NA,NA,NA,"Sample absent","Sample absent","ext","03042014",2014-04-03,"F2","F","E","NA","NA"
"263","ext bnk 03042014",NA,NA,NA,"-0.0227","0.039","bnk","03042014",2014-04-03,"NA","NA","NA","NA","NA"
"264","ext bnk 03042014",NA,NA,NA,"Insufficient sample volume","0.037","bnk","03042014",2014-04-03,"NA","NA","NA","NA","NA"
"265","ext bnk 03042014",NA,NA,NA,"-0.0227","0.038","bnk","03042014",2014-04-03,"NA","NA","NA","NA","NA"
"266","ext M2A_","M2Ae (o M2ae)","these have no labels - just bad writing written on top",NA,"0.23095","0.233","ext","ext M2A_",NA,"M2","M","A","NA","NA"
"267","ext M2B_","M2Be (o M2be)","these have no labels - just bad writing written on top",NA,"0.1998","0.151","ext","ext M2B_",NA,"M2","M","B","NA","NA"
"268","ext M2C_","M2Ce (o M2ce)","these have no labels - just bad writing written on top",NA,"0.1019","0.167","ext","ext M2C_",NA,"M2","M","C","NA","NA"
"269","ext M2D_","M2De (o M2de)","these have no labels - just bad writing written on top",NA,"0.10635","1.522","ext","ext M2D_",NA,"M2","M","D","NA","NA"
"270","ext M2E_","M2Ee (o M2ee)","these have no labels - just bad writing written on top",NA,"0.1553","0.244","ext","ext M2E_",NA,"M2","M","E","NA","NA"
"271","ext F3A_","F3Ae (o F3ae)","these have no labels - just bad writing written on top",NA,"0.19535","Insufficient sample volume","ext","ext F3A_",NA,"F3","F","A","NA","NA"
"272","ext F3B_","F3Be (o F3be)","these have no labels - just bad writing written on top",NA,"0.182","0.029","ext","ext F3B_",NA,"F3","F","B","NA","NA"
"273","ext F3C_","F3Ce (o F3ce)","these have no labels - just bad writing written on top",NA,"-0.0227","0.65","ext","ext F3C_",NA,"F3","F","C","NA","NA"
"274","ext F3D_","F3De (o F3de)","these have no labels - just bad writing written on top",NA,"-0.0227","1.015","ext","ext F3D_",NA,"F3","F","D","NA","NA"
"275","ext F3E_","F3Ee (o F3ee)","these have no labels - just bad writing written on top","2 samples, same description","0.1731","1.371","ext","ext F3E_",NA,"F3","F","E","NA","NA"
NA,NA,NA,NA,NA,"-0.000450000000000002","1.022","-9999",NA,NA,"-9999","-9999","-9999","NA","NA"
"276","ext F1A_","F1Ae (o F1ae)","these have no labels - just bad writing written on top",NA,"0.13305","0.478","ext","ext F1A_",NA,"F1","F","A","NA","NA"
"277","ext F1B_","F1Be (o F1be)","these have no labels - just bad writing written on top",NA,"0.1731","0.2974766","ext","ext F1B_",NA,"F1","F","B","NA","NA"
"278","ext F1C_","F1Ce (o F1ce)","these have no labels - just bad writing written on top",NA,"0.1375","0.4921271","ext","ext F1C_",NA,"F1","F","C","NA","NA"
"279","ext F1D_","F1De (o F1de)","these have no labels - just bad writing written on top",NA,"0.14195","0.0830391","ext","ext F1D_",NA,"F1","F","D","NA","NA"
"280","ext F1E_","F1Ee (o F1ee)","these have no labels - just bad writing written on top",NA,"0.0841","0.3577024","ext","ext F1E_",NA,"F1","F","E","NA","NA"
"281","bnk I","bnk I","these have no labels - just bad writing written on top",NA,"-0.0227","0.0982624","bnk","bnk I",NA,"NA","NA","NA","NA","NA"
"282","bnk 2","bnk 2","these have no labels - just bad writing written on top",NA,"-0.0227","0.0785224","bnk","bnk 2",NA,"NA","NA","NA","NA","NA"
"283","bnk 3","bnk 3","these have no labels - just bad writing written on top",NA,"-0.0227","0.0762899","bnk","bnk 3",NA,"NA","NA","NA","NA","NA"
"284","incub M1A_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"M1","M","A","NA","NA"
"285","incub M1B_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"M1","M","B","NA","NA"
"286","incub M1C_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"M1","M","C","NA","NA"
"287","incub M1D_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"M1","M","D","NA","NA"
"288","incub M1E_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"M1","M","E","NA","NA"
"289","incub F3A_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"F3","F","A","NA","NA"
"290","incub F3B_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"F3","F","B","NA","NA"
"291","incub F3C_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"F3","F","C","NA","NA"
"292","incub F3D_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"F3","F","D","NA","NA"
"293","incub F3E_29012014",NA,NA,NA,"Sample absent","Sample absent","inc","29012014",2014-01-29,"F3","F","E","NA","NA"
"294","incub M3A_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"M3","M","A","NA","NA"
"295","incub M3B_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"M3","M","B","NA","NA"
"296","incub M3C_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"M3","M","C","NA","NA"
"297","incub M3D_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"M3","M","D","NA","NA"
"298","incub M3E_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"M3","M","E","NA","NA"
"299","incub S1A_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"S1","S","A","NA","NA"
"300","incub S1B_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"S1","S","B","NA","NA"
"301","incub S1C_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"S1","S","C","NA","NA"
"302","incub S1D_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"S1","S","D","NA","NA"
"303","incub S1E_30012014",NA,NA,NA,"Sample absent","Sample absent","inc","30012014",2014-01-30,"S1","S","E","NA","NA"
"304","incub F2A_05022014",NA,NA,NA,"1.04085","0.2715561","inc","05022014",2014-02-05,"F2","F","A","NA","NA"
"305","incub F2B_05022014",NA,NA,NA,"1.2055","0.374284","inc","05022014",2014-02-05,"F2","F","B","NA","NA"
"306","incub F2C_05022014",NA,NA,NA,"Sample absent","Sample absent","inc","05022014",2014-02-05,"F2","F","C","NA","NA"
"307","incub F2D_05022014",NA,NA,NA,"Sample absent","Sample absent","inc","05022014",2014-02-05,"F2","F","D","NA","NA"
"308","incub F2E_05022014",NA,NA,NA,"1.3568","0.26139","inc","05022014",2014-02-05,"F2","F","E","NA","NA"
"309","incub F1A_11022014",NA,NA,NA,"1.3034","0.6207661","inc","11022014",2014-02-11,"F1","F","A","NA","NA"
"310","incub F1B_11022014",NA,NA,NA,"0.7427","0.2840299","inc","11022014",2014-02-11,"F1","F","B","NA","NA"
"311","incub F1C_11022014",NA,NA,NA,"0.6893","0.2383224","inc","11022014",2014-02-11,"F1","F","C","NA","NA"
"312","incub F1D_11022014",NA,NA,NA,"1.0097","0.2401977","inc","11022014",2014-02-11,"F1","F","D","NA","NA"
"313","incub F1E_11022014",NA,NA,NA,"0.7783","0.2459975","inc","11022014",2014-02-11,"F1","F","E","NA","NA"
"314","incub M3A_11022014",NA,NA,NA,"0.7783","0.2158564","inc","11022014",2014-02-11,"M3","M","A","NA","NA"
"315","incub M3B_11022014",NA,NA,NA,"0.9029","0.1926525","inc","11022014",2014-02-11,"M3","M","B","NA","NA"
"316","incub M3C_11022014",NA,NA,NA,"0.8406","0.1773164","inc","11022014",2014-02-11,"M3","M","C","NA","NA"
"317","incub M3D_11022014",NA,NA,NA,"0.88065","0.2415701","inc","11022014",2014-02-11,"M3","M","D","NA","NA"
"318","incub M3E_11022014",NA,NA,NA,"1.20775","0.199867","inc","11022014",2014-02-11,"M3","M","E","NA","NA"
"319","incub M1A_11022014",NA,NA,NA,"0.35515","0.1570124","inc","11022014",2014-02-11,"M1","M","A","NA","NA"
"320","incub M1B_11022014",NA,NA,NA,"0.35515","0.1909276","inc","11022014",2014-02-11,"M1","M","B","NA","NA"
"321","incub M1C_11022014",NA,NA,NA,"0.36385","0.1785243","inc","11022014",2014-02-11,"M1","M","C","NA","NA"
"322","incub M1D_11022014",NA,NA,NA,"0.6379","0.2139388","inc","11022014",2014-02-11,"M1","M","D","NA","NA"
"323","incub M1E_11022014",NA,NA,NA,"Sample absent","Sample absent","inc","11022014",2014-02-11,"M1","M","E","NA","NA"
"324","incub S3A_12022014",NA,NA,NA,"0.66835","0.1847518","inc","12022014",2014-02-12,"S3","S","A","NA","NA"
"325","incub S3B_12022014",NA,NA,NA,"0.28555","0.162408","inc","12022014",2014-02-12,"S3","S","B","NA","NA"
"326","incub S3C_12022014",NA,NA,NA,"0.21595","0.1689974","inc","12022014",2014-02-12,"S3","S","C","NA","NA"
"327","incub S3D_12022014",NA,NA,NA,"0.60745","0.2131962","inc","12022014",2014-02-12,"S3","S","D","NA","NA"
"328","incub S3E_12022014",NA,NA,NA,"0.3247","0.1869044","inc","12022014",2014-02-12,"S3","S","E","NA","NA"
"329","incub F2A_12022014",NA,NA,NA,"0.57265","0.2137461","inc","12022014",2014-02-12,"F2","F","A","NA","NA"
"330","incub F2B_12022014",NA,NA,NA,"0.8206","0.1957827","inc","12022014",2014-02-12,"F2","F","B","NA","NA"
"331","incub F2C_12022014",NA,NA,NA,"1.0816","0.225576","inc","12022014",2014-02-12,"F2","F","C","NA","NA"
"332","incub F2D_12022014",NA,NA,NA,"0.6814","0.2261024","inc","12022014",2014-02-12,"F2","F","D","NA","NA"
"333","incub F2E_12022014",NA,NA,NA,"0.78145","0.2019115","inc","12022014",2014-02-12,"F2","F","E","NA","NA"
"334","incub S2A_12022014",NA,NA,NA,"0.06805","0.1411076","inc","12022014",2014-02-12,"S2","S","A","NA","NA"
"335","incub S2B_12022014",NA,NA,NA,"0.45955","0.1669388","inc","12022014",2014-02-12,"S2","S","B","NA","NA"
"336","incub S2C_12022014",NA,NA,NA,"0.4204","0.1483785","inc","12022014",2014-02-12,"S2","S","C","NA","NA"
"337","incub S2D_12022014",NA,NA,NA,"0.4117","0.1811516","inc","12022014",2014-02-12,"S2","S","D","NA","NA"
"338","incub S2E_12022014",NA,NA,NA,"0.2377","0.1521479","inc","12022014",2014-02-12,"S2","S","E","NA","NA"
"339","incub S3A_14022014",NA,NA,NA,"14.165","1.3337702","inc","14022014",2014-02-14,"S3","S","A","NA","NA"
"340","incub S3B_14022014",NA,NA,NA,"3.9423","0.5502849","inc","14022014",2014-02-14,"S3","S","B","NA","NA"
"341","incub S3C_14022014",NA,NA,NA,"1.3078","0.4987823","inc","14022014",2014-02-14,"S3","S","C","NA","NA"
"342","incub S3D_14022014",NA,NA,NA,"2.803","0.5335059","inc","14022014",2014-02-14,"S3","S","D","NA","NA"
"343","incub S3E_14022014",NA,NA,NA,"0.04195","0.2763783","inc","14022014",2014-02-14,"S3","S","E","NA","NA"
"344","incub M3A_14022014",NA,NA,"Same description, date 12/02/14","1.929","0.5138975","inc","14022014",2014-02-14,"M3","M","A","NA","NA"
"345","incub M3B_14022014",NA,NA,"Same description, date 12/02/14","1.5794","0.2737557","inc","14022014",2014-02-14,"M3","M","B","NA","NA"
"346","incub M3C_14022014",NA,NA,"Same description, date 12/02/14","0.5306","0.3544829","inc","14022014",2014-02-14,"M3","M","C","NA","NA"
"347","incub M3D_14022014",NA,NA,"Same description, date 12/02/14","1.0082","0.3199567","inc","14022014",2014-02-14,"M3","M","D","NA","NA"
"348","incub M3E_14022014",NA,NA,"Same description, date 12/02/14","0.9645","0.2969925","inc","14022014",2014-02-14,"M3","M","E","NA","NA"
"349","incub M3A_18022014",NA,NA,NA,"2.6688","0.1264718","inc","18022014",2014-02-18,"M3","M","A","NA","NA"
"350","incub M3B_18022014",NA,NA,NA,"1.5763","0.495591","inc","18022014",2014-02-18,"M3","M","B","NA","NA"
"351","incub M3C_18022014",NA,NA,NA,"1.7511","0.4410193","inc","18022014",2014-02-18,"M3","M","C","NA","NA"
"352","incub M3D_18022014",NA,NA,NA,"1.1393","0.4518293","inc","18022014",2014-02-18,"M3","M","D","NA","NA"
"353","incub M3E_18022014",NA,NA,NA,"1.7948","0.4510256","inc","18022014",2014-02-18,"M3","M","E","NA","NA"
"354","incub S3A_20022014",NA,NA,NA,"1.4015","0.4266326","inc","20022014",2014-02-20,"S3","S","A","NA","NA"
"355","incub S3B_20022014",NA,NA,NA,"1.62","0.6192856","inc","20022014",2014-02-20,"S3","S","B","NA","NA"
"356","incub S3C_20022014",NA,NA,NA,"1.8385","0.6323046","inc","20022014",2014-02-20,"S3","S","C","NA","NA"
"357","incub S3D_20022014",NA,NA,NA,"1.3141","0.4869806","inc","20022014",2014-02-20,"S3","S","D","NA","NA"
"358","incub S3E_20022014",NA,NA,NA,"1.457","0.4981854","inc","20022014",2014-02-20,"S3","S","E","NA","NA"
"359","incub F2A_20022014",NA,NA,NA,"0.911","0.4035086","inc","20022014",2014-02-20,"F2","F","A","NA","NA"
"360","incub F2B_20022014",NA,NA,NA,"1.205","0.4079313","inc","20022014",2014-02-20,"F2","F","B","NA","NA"
"361","incub F2C_20022014",NA,NA,NA,"1.289","0.4119216","inc","20022014",2014-02-20,"F2","F","C","NA","NA"
"362","incub F2D_20022014",NA,NA,NA,"0.911","0.4477826","inc","20022014",2014-02-20,"F2","F","D","NA","NA"
"363","incub F2E_20022014",NA,NA,NA,"1.919","0.4841465","inc","20022014",2014-02-20,"F2","F","E","NA","NA"
"364","incub M3A_21022014",NA,NA,NA,"Sample absent","Sample absent","inc","21022014",2014-02-21,"M3","M","A","NA","NA"
"365","incub M3B_21022014",NA,NA,NA,"Sample absent","Sample absent","inc","21022014",2014-02-21,"M3","M","B","NA","NA"
"366","incub M3C_21022014",NA,NA,NA,"Sample absent","Sample absent","inc","21022014",2014-02-21,"M3","M","C","NA","NA"
"367","incub M3D_21022014",NA,NA,NA,"Sample absent","Sample absent","inc","21022014",2014-02-21,"M3","M","D","NA","NA"
"368","incub M3E_21022014",NA,NA,NA,"Sample absent","Sample absent","inc","21022014",2014-02-21,"M3","M","E","NA","NA"
"369","incub S3A_24022014",NA,NA,NA,"1.415","0.371464","inc","24022014",2014-02-24,"S3","S","A","NA","NA"
"370","incub S3B_24022014",NA,NA,NA,"1.079","0.3837216","inc","24022014",2014-02-24,"S3","S","B","NA","NA"
"371","incub S3C_24022014",NA,NA,NA,"0.743","0.7505566","inc","24022014",2014-02-24,"S3","S","C","NA","NA"
"372","incub S3D_24022014",NA,NA,NA,"Insufficient sample volume","0.305476","inc","24022014",2014-02-24,"S3","S","D","NA","NA"
"373","incub S3E_24022014",NA,NA,NA,"0.743","0.3583933","inc","24022014",2014-02-24,"S3","S","E","NA","NA"
"374","incub M3A_25022014",NA,NA,NA,"0.995","0.3623507","inc","25022014",2014-02-25,"M3","M","A","NA","NA"
"375","incub M3B_25022014",NA,NA,NA,"0.575","0.2888991","inc","25022014",2014-02-25,"M3","M","B","NA","NA"
"376","incub M3C_25022014",NA,NA,NA,"0.659","0.5184659","inc","25022014",2014-02-25,"M3","M","C","NA","NA"
"377","incub M3D_25022014",NA,NA,NA,"1.667","0.4938238","inc","25022014",2014-02-25,"M3","M","D","NA","NA"
"378","incub M3E_25022014",NA,NA,NA,"0.575","0.2739343","inc","25022014",2014-02-25,"M3","M","E","NA","NA"
"379","incub F2A_25022014",NA,NA,NA,"1.163","0.2727076","inc","25022014",2014-02-25,"F2","F","A","NA","NA"
"380","incub F2B_25022014",NA,NA,NA,"0.911","0.3278057","inc","25022014",2014-02-25,"F2","F","B","NA","NA"
"381","incub F2C_25022014",NA,NA,"2 samples, same description","0.6601","0.2215387","inc","25022014",2014-02-25,"F2","F","C","NA","NA"
NA,NA,NA,NA,NA,"0.6601","0.2295872","-9999",NA,NA,"-9999","-9999","-9999","NA","NA"
"382","incub F2D_25022014",NA,NA,NA,"1.2537","0.2996616","inc","25022014",2014-02-25,"F2","F","D","NA","NA"
"383","incub F2E_25022014",NA,NA,NA,"0.9569","0.250166","inc","25022014",2014-02-25,"F2","F","E","NA","NA"
"384","incub M1A_06032014",NA,NA,NA,"2.38525","0.4990696","inc","06032014",2014-03-06,"M1","M","A","NA","NA"
"385","incub M1B_06032014",NA,NA,NA,"1.4763","0.323536","inc","06032014",2014-03-06,"M1","M","B","NA","NA"
"386","incub M1C_06032014",NA,NA,NA,"1.56905","0.4239264","inc","06032014",2014-03-06,"M1","M","C","NA","NA"
"387","incub M1D_06032014",NA,NA,NA,"3.0345","0.4210356","inc","06032014",2014-03-06,"M1","M","D","NA","NA"
"388","incub M1E_06032014",NA,NA,NA,"2.2183","0.448518","inc","06032014",2014-03-06,"M1","M","E","NA","NA"
"389","incub M2A_06032014",NA,NA,NA,"3.7023","0.2737016","inc","06032014",2014-03-06,"M2","M","A","NA","NA"
"390","incub M2B_06032014",NA,NA,NA,"4.7411","0.4273628","inc","06032014",2014-03-06,"M2","M","B","NA","NA"
"391","incub M2C_06032014",NA,NA,NA,"3.60955","0.2984692","inc","06032014",2014-03-06,"M2","M","C","NA","NA"
"392","incub M2D_06032014",NA,NA,NA,"4.4072","0.4202172","inc","06032014",2014-03-06,"M2","M","D","NA","NA"
"393","incub M2E_06032014",NA,NA,NA,"3.38695","0.4464412","inc","06032014",2014-03-06,"M2","M","E","NA","NA"
"394","incub F2A_06032014",NA,NA,NA,"1.6618","0.3194616","inc","06032014",2014-03-06,"F2","F","A","NA","NA"
"395","incub F2B_06032014",NA,NA,NA,"1.8473","0.54325","inc","06032014",2014-03-06,"F2","F","B","NA","NA"
"396","incub F2C_06032014",NA,NA,NA,"2.38525","0.4593376","inc","06032014",2014-03-06,"F2","F","C","NA","NA"
"397","incub F2D_06032014",NA,NA,NA,"1.5134","0.3195628","inc","06032014",2014-03-06,"F2","F","D","NA","NA"
"398","incub F2E_06032014",NA,NA,NA,"2.49655","0.6201092","inc","06032014",2014-03-06,"F2","F","E","NA","NA"
"399","incub S3A_06032014",NA,NA,NA,"11.969475","0.424076","inc","06032014",2014-03-06,"S3","S","A","NA","NA"
"400","incub S3B_06032014",NA,NA,NA,"3.133186","0.3844056","inc","06032014",2014-03-06,"S3","S","B","NA","NA"
"401","incub S3C_06032014",NA,NA,NA,"4.357486","0.4263156","inc","06032014",2014-03-06,"S3","S","C","NA","NA"
"402","incub S3D_06032014",NA,NA,NA,"2.5151","0.3667352","inc","06032014",2014-03-06,"S3","S","D","NA","NA"
"403","incub S3E_06032014",NA,NA,NA,"3.5168","0.3301096","inc","06032014",2014-03-06,"S3","S","E","NA","NA"
"404","incub S3A_07032014",NA,NA,NA,"3.46115","0.3827512","inc","07032014",2014-03-07,"S3","S","A","NA","NA"
"405","incub S3B_07032014",NA,NA,NA,"2.7377","0.4984976","inc","07032014",2014-03-07,"S3","S","B","NA","NA"
"406","incub S3C_07032014",NA,NA,NA,"4.35155","0.551698","inc","07032014",2014-03-07,"S3","S","C","NA","NA"
"407","incub S3D_07032014",NA,NA,NA,"5.61295","0.569716","inc","07032014",2014-03-07,"S3","S","D","NA","NA"
"408","incub S3E_07032014",NA,NA,NA,"3.4797","0.6237568","inc","07032014",2014-03-07,"S3","S","E","NA","NA"
"409","incub M2A_07032014",NA,NA,NA,"2.4038","0.3287984","inc","07032014",2014-03-07,"M2","M","A","NA","NA"
"410","incub M2B_07032014",NA,NA,NA,"2.9974","0.4109288","inc","07032014",2014-03-07,"M2","M","B","NA","NA"
"411","incub M2C_07032014",NA,NA,NA,"3.0716","0.2948216","inc","07032014",2014-03-07,"M2","M","C","NA","NA"
"412","incub M2D_07032014",NA,NA,NA,"3.98055","0.3645792","inc","07032014",2014-03-07,"M2","M","D","NA","NA"
"413","incub M2E_07032014",NA,NA,NA,"2.638643","0.3135788","inc","07032014",2014-03-07,"M2","M","E","NA","NA"
"414","incub S3A_18032014",NA,NA,NA,"1.38355","0.2893612","inc","18032014",2014-03-18,"S3","S","A","NA","NA"
"415","incub S3B_18032014",NA,NA,NA,"0.9198","0.2544164","inc","18032014",2014-03-18,"S3","S","B","NA","NA"
"416","incub S3C_18032014",NA,NA,NA,"1.9215","0.2670224","inc","18032014",2014-03-18,"S3","S","C","NA","NA"
"417","incub S3D_18032014",NA,NA,NA,"1.1053","0.2369572","inc","18032014",2014-03-18,"S3","S","D","NA","NA"
"418","incub S3E_18032014",NA,NA,NA,"0.8827","0.3160472","inc","18032014",2014-03-18,"S3","S","E","NA","NA"
"419","incub M2A_18032014",NA,NA,NA,"1.365","0.33095","inc","18032014",2014-03-18,"M2","M","A","NA","NA"
"420","incub M2B_18032014",NA,NA,NA,"1.16095","0.2454976","inc","18032014",2014-03-18,"M2","M","B","NA","NA"
"421","incub M2C_18032014",NA,NA,NA,"1.0682","0.2897396","inc","18032014",2014-03-18,"M2","M","C","NA","NA"
"422","incub M2D_18032014",NA,NA,NA,"0.8456","0.2487888","inc","18032014",2014-03-18,"M2","M","D","NA","NA"
"423","incub M2E_18032014",NA,NA,NA,"1.27225","0.3404408","inc","18032014",2014-03-18,"M2","M","E","NA","NA"
"424","incub M1A_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"M1","M","A","NA","NA"
"425","incub M1B_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"M1","M","B","NA","NA"
"426","incub M1C_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"M1","M","C","NA","NA"
"427","incub M1D_20032014",NA,NA,NA,"Sample absent","Sample absent","inc","20032014",2014-03-20,"M1","M","D","NA","NA"
